,_c0,Borough,startStationName,latitude,longitude,prediction,concat
666,609,Manhattan,E 51 St & 2 Ave,40.755293,-73.967641,0,Manhattan0
667,610,Manhattan,W 204 St & Vermilyea Ave,40.866141,-73.922648,1,Manhattan1
668,617,Manhattan,St Nicholas Ave & E 134 St,40.816234,-73.948222,2,Manhattan2
669,627,Manhattan,Perry St & Bleecker St,40.735354,-74.00483,3,Manhattan3
670,632,Manhattan,MacDougal St & Washington Sq,40.732264,-73.998522,3,Manhattan3
671,634,Manhattan,5 Ave & E 73 St,40.773,-73.96685276,0,Manhattan0
672,637,Manhattan,Riverside Dr & W 72 St,40.782,-73.985624,0,Manhattan0
673,643,Manhattan,E 110 St & Madison Ave,40.797,-73.947,2,Manhattan2
674,644,Manhattan,W 113 St & Broadway,40.806,-73.964928,2,Manhattan2
675,645,Manhattan,Stuyvesant Walk & 1 Av Loop,40.73234,-73.9789838,3,Manhattan3
676,646,Manhattan,W 169 St & Fort Washington Ave,40.8428422,-73.942125,1,Manhattan1
677,647,Manhattan,E 40 St & 5 Ave,40.752062,-73.981632,0,Manhattan0
678,648,Manhattan,Broadway & W 160 St,40.835775,-73.9434,1,Manhattan1
679,650,Manhattan,2 Ave & E 125 St,40.802554,-73.933509,2,Manhattan2
680,653,Manhattan,E 43 St & 5 Ave,40.755,-73.98,0,Manhattan0
681,654,Manhattan,Howard St & Centre St,40.71910537,-73.999733,3,Manhattan3
682,655,Manhattan,St Marks Pl & 2 Ave,40.728419,-73.986,3,Manhattan3
683,657,Manhattan,E 88 St & Park Ave,40.781411,-73.955959,2,Manhattan2
684,659,Manhattan,Avenue C & E 18 St,40.730563,-73.973984,3,Manhattan3
685,660,Manhattan,E 48 St & 5 Ave,40.758,-73.977,0,Manhattan0
686,662,Manhattan,E 55 St & 2 Ave,40.75797322,-73.966033,0,Manhattan0
687,663,Manhattan,8 Ave & W 33 St,40.752,-73.993934,0,Manhattan0
688,666,Manhattan,Madison Ave & E 120 St,40.80295,-73.942954,2,Manhattan2
689,670,Manhattan,Bus Slip & State St,40.701907,-74.013942,3,Manhattan3
690,671,Manhattan,Frederick Douglass Blvd & W 112 St,40.803,-73.956,2,Manhattan2
691,673,Manhattan,Cherry St,40.713,-73.979481,3,Manhattan3
692,675,Manhattan,Broadway & W 153 St,40.831327,-73.946665,1,Manhattan1
693,676,Manhattan,Broadway & W 29 St,40.746201,-73.988557,0,Manhattan0
694,677,Manhattan,Park Ave & E 124 St,40.804556,-73.939686,2,Manhattan2
695,679,Manhattan,Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,2,Manhattan2
696,688,Manhattan,W 52 St & 11 Ave,40.76727216,-73.993928,0,Manhattan0
697,689,Manhattan,Amsterdam Ave & W 66 St,40.776,-73.984705,0,Manhattan0
698,693,Manhattan,E 2 St & 2 Ave,40.725029,-73.990696,3,Manhattan3
699,697,Manhattan,Mercer St & Bleecker St,40.727064,-73.996621,3,Manhattan3
700,700,Manhattan,E 85 St & 3 Ave,40.779,-73.953,2,Manhattan2
701,704,Manhattan,E 16 St & Irving Pl,40.735367,-73.987973,3,Manhattan3
702,714,Manhattan,Grand Army Plaza & Central Park S,40.7643971,-73.973714,0,Manhattan0
703,719,Manhattan,St James Pl & Pearl St,40.71117416,-74.000165,3,Manhattan3
704,722,Manhattan,Christopher St & Greenwich St,40.734,-74.007,3,Manhattan3
705,725,Manhattan,Lexington Ave & E 128 St,40.806414,-73.936085,2,Manhattan2
706,729,Manhattan,W Broadway & Spring St,40.724947,-74.001658,3,Manhattan3
707,735,Manhattan,6 Ave & W 45 St,40.756951,-73.982631,0,Manhattan0
708,737,Manhattan,W 40 St & 5 Ave,40.752269,-73.982079,0,Manhattan0
709,739,Manhattan,Bleecker St & Crosby St,40.726156,-73.995101,3,Manhattan3
710,740,Manhattan,W 95 St & Broadway,40.7937704,-73.971888,2,Manhattan2
711,741,Manhattan,Central Park West & W 85 St,40.785,-73.96961715,2,Manhattan2
712,742,Manhattan,E 27 St & Park Ave S,40.742752,-73.984715,0,Manhattan0
713,743,Manhattan,Greenwich Ave & Charles St,40.735238,-74.000271,3,Manhattan3
714,747,Manhattan,Harlem River Dr & W 155 St,40.830476,-73.939929,1,Manhattan1
715,749,Manhattan,W 90 St & Amsterdam Ave,40.791,-73.972889,2,Manhattan2
716,751,Manhattan,E 72 St & York Ave,40.767,-73.953,0,Manhattan0
717,755,Manhattan,W 165 St & Fort Washington Ave,40.84004,-73.942939,1,Manhattan1
718,756,Manhattan,Hudson St & Reade St,40.71625008,-74.009105,3,Manhattan3
719,757,Manhattan,W 39 St & 9 Ave,40.75645824,-73.99372222,0,Manhattan0
720,759,Manhattan,MTL-ECO51-1,40.79617,-73.951335,2,Manhattan2
721,760,Manhattan,W 20 St & 7 Ave,40.743,-73.997262,3,Manhattan3
722,764,Manhattan,Lexington Ave & E 111 St,40.7954121,-73.944123,2,Manhattan2
723,766,Manhattan,Lexington Ave & E 29 St,40.743116,-73.982153,0,Manhattan0
724,767,Manhattan,W 133 St & 12 Ave,40.820003,-73.959089,2,Manhattan2
725,768,Manhattan,Isham St & Broadway,40.86788,-73.919685,1,Manhattan1
726,769,Manhattan,E 39 St & 2 Ave,40.749,-73.9734419,0,Manhattan0
727,770,Manhattan,8 Ave & W 31 St,40.752,-73.994684,0,Manhattan0
728,771,Manhattan,12 Ave & W 125 St,40.818299,-73.960405,2,Manhattan2
729,772,Manhattan,Grand St & Elizabeth St,40.719,-73.995,3,Manhattan3
730,775,Manhattan,W 180 St & Ft Washington Ave,40.849972,-73.938423,1,Manhattan1
731,778,Manhattan,Madison Ave & E 82 St,40.7781314,-73.960693,2,Manhattan2
732,779,Manhattan,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2,Manhattan2
733,781,Manhattan,North Moore St & Greenwich St,40.720195,-74.0103,3,Manhattan3
734,783,Manhattan,Amsterdam Ave & W 152 St,40.829523,-73.944279,1,Manhattan1
735,784,Manhattan,Greenwich St & Perry St,40.73498,-74.00697,3,Manhattan3
736,787,Manhattan,Central Park West & W 76 St,40.778968,-73.973747,0,Manhattan0
737,788,Manhattan,MTL-AOS-5.1,40.7903,-73.9597,2,Manhattan2
738,789,Manhattan,Pershing Square North,40.752,-73.977,0,Manhattan0
739,791,Manhattan,Dyckman St & 10 Ave,40.858904,-73.923093,1,Manhattan1
740,793,Manhattan,Great Jones St,40.72743423,-73.99379,3,Manhattan3
741,794,Manhattan,LaGuardia Pl & W 3 St,40.72917025,-73.998,3,Manhattan3
742,795,Manhattan,E 11 St & Avenue B,40.727464,-73.979504,3,Manhattan3
743,796,Manhattan,W 116 St & Broadway,40.8082,-73.9641,2,Manhattan2
744,799,Manhattan,10 Ave & W 215 St,40.869325,-73.915197,1,Manhattan1
745,802,Manhattan,W 17 St & 8 Ave,40.743,-74.001,3,Manhattan3
746,803,Manhattan,W 64 St & Thelonious Monk Circle,40.77516,-73.989186,0,Manhattan0
747,804,Manhattan,2 Ave & E 31 St,40.743,-73.977,0,Manhattan0
748,806,Manhattan,E 77 St & 3 Ave,40.77314236,-73.958561,0,Manhattan0
749,807,Manhattan,1 Ave & E 62 St,40.7612274,-73.96094,0,Manhattan0
750,809,Manhattan,Cathedral Pkwy & Broadway,40.804213,-73.966991,2,Manhattan2
751,812,Manhattan,E 81 St & 3 Ave,40.77573034,-73.956752,2,Manhattan2
752,814,Manhattan,Market St & Cherry St,40.71076228,-73.994003,3,Manhattan3
753,815,Manhattan,Pershing Square South,40.752,-73.977,0,Manhattan0
754,816,Manhattan,Amsterdam Ave & W 172 St,40.842173,-73.935111,1,Manhattan1
755,817,Manhattan,E 2 St & Avenue C,40.722,-73.98,3,Manhattan3
756,818,Manhattan,E 32 St & Park Ave,40.746,-73.981948,0,Manhattan0
757,819,Manhattan,5 Ave & W 131 St,40.81014,-73.93973,2,Manhattan2
758,821,Manhattan,E 55 St & Lexington Ave,40.75968085,-73.97031366,0,Manhattan0
759,824,Manhattan,W 87 St & West End Ave,40.789622,-73.97757,2,Manhattan2
760,831,Manhattan,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.953242,2,Manhattan2
761,832,Manhattan,E 59 St & Madison Ave,40.764,-73.971,0,Manhattan0
762,833,Manhattan,W 45 St & 8 Ave,40.75929124,-73.988596,0,Manhattan0
763,836,Manhattan,Margaret Corbin Plz & Ft Washington Ave,40.859166,-73.933872,1,Manhattan1
764,837,Manhattan,Lenox Ave & W 133 St,40.81296,-73.941878,2,Manhattan2
765,838,Manhattan,W 129 St & Convent Ave,40.814394,-73.953247,2,Manhattan2
766,841,Manhattan,Convent Ave & W 151 St,40.82831,-73.942924,1,Manhattan1
767,842,Manhattan,W 41 St & 8 Ave,40.75640548,-73.989,0,Manhattan0
768,843,Manhattan,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2,Manhattan2
769,844,Manhattan,South St & Whitehall St,40.70122128,-74.012342,3,Manhattan3
770,847,Manhattan,Barrow St & Hudson St,40.73172428,-74.006744,3,Manhattan3
771,850,Manhattan,9 Ave & W 206 St,40.863089,-73.917583,1,Manhattan1
772,852,Manhattan,Allen St & Rivington St,40.720196,-73.989,3,Manhattan3
773,856,Manhattan,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,2,Manhattan2
774,857,Manhattan,2 Ave & E 96 St,40.783964,-73.947167,2,Manhattan2
775,863,Manhattan,Broadway & W 53 St,40.763441,-73.982681,0,Manhattan0
776,869,Manhattan,5 Ave & E 135 St,40.812191,-73.937838,2,Manhattan2
777,870,Manhattan,W 59 St & West End Ave,40.771771,-73.990625,0,Manhattan0
778,871,Manhattan,E 30 St & Park Ave S,40.74444921,-73.983,0,Manhattan0
779,874,Manhattan,W 163 St & Edgecombe Ave,40.835798,-73.937496,1,Manhattan1
780,876,Manhattan,W 67 St & Broadway,40.776,-73.982665,0,Manhattan0
781,877,Manhattan,W 55 St & 6 Ave,40.763201,-73.978434,0,Manhattan0
782,878,Manhattan,E 68 St & Madison Ave,40.7691572,-73.967034,0,Manhattan0
783,880,Manhattan,9 Ave & W 219 St,40.871094,-73.911503,1,Manhattan1
784,881,Manhattan,W 36 St & 9 Ave,40.754623,-73.995167,0,Manhattan0
785,882,Manhattan,E 89 St & 3 Ave,40.782,-73.952166,2,Manhattan2
786,883,Manhattan,Watts St & Greenwich St,40.72405549,-74.009659,3,Manhattan3
787,890,Manhattan,W 44 St & 5 Ave,40.755003,-73.980144,0,Manhattan0
788,894,Manhattan,Riverside Dr & W 145 St,40.827305,-73.951989,2,Manhattan2
789,895,Manhattan,W 45 St & 6 Ave,40.7568001,-73.98291153,0,Manhattan0
790,896,Manhattan,W 18 St & 9 Ave,40.743534,-74.003675,3,Manhattan3
791,897,Manhattan,W 53 St & 10 Ave,40.767,-73.990617,0,Manhattan0
792,898,Manhattan,MacDougal St & Prince St,40.727103,-74.00297,3,Manhattan3
793,902,Manhattan,E 3 St & 1 Ave,40.724677,-73.987834,3,Manhattan3
794,904,Manhattan,W 4 St & 7 Ave S,40.73401143,-74.002938,3,Manhattan3
795,905,Manhattan,Sullivan St & Washington Sq,40.73047747,-73.99906,3,Manhattan3
796,906,Manhattan,W 148 St & Amsterdam Ave,40.827075,-73.945909,1,Manhattan1
797,907,Manhattan,W 181 St & Riverside Dr,40.85168,-73.94186,1,Manhattan1
798,908,Manhattan,E 95 St & 3 Ave,40.7849032,-73.950503,2,Manhattan2
799,910,Manhattan,Broadway & W 36 St,40.752,-73.987654,0,Manhattan0
800,915,Manhattan,E 12 St & 3 Ave,40.732233,-73.988899,3,Manhattan3
801,919,Manhattan,E 102 St & 1 Ave,40.786995,-73.941648,2,Manhattan2
802,921,Manhattan,Academy St & Nagle Ave,40.862562,-73.922661,1,Manhattan1
803,926,Manhattan,W 50 St & 10 Ave,40.764734,-73.991943,0,Manhattan0
804,927,Manhattan,Bank St & Washington St,40.737,-74.008592,3,Manhattan3
805,932,Manhattan,South End Ave & Liberty St,40.711512,-74.015756,3,Manhattan3
806,934,Manhattan,Avenue D & E 12 St,40.72580614,-73.97422494,3,Manhattan3
807,940,Manhattan,W 70 St & Amsterdam Ave,40.77748046,-73.982885,0,Manhattan0
808,944,Manhattan,W 51 St & 6 Ave,40.76066,-73.98042,0,Manhattan0
809,947,Manhattan,W 20 St & 8 Ave,40.74345335,-74.00004,3,Manhattan3
810,952,Manhattan,5 Ave & E 29 St,40.746,-73.986,0,Manhattan0
811,954,Manhattan,10 Ave & W 14 St,40.741982,-74.008315,3,Manhattan3
812,955,Manhattan,3 Ave & E 112 St,40.795508,-73.941606,2,Manhattan2
813,957,Manhattan,St Nicholas Ave & W 137 St,40.818477,-73.947568,2,Manhattan2
814,958,Manhattan,Riverside Dr & W 78 St,40.785,-73.983,0,Manhattan0
815,962,Manhattan,Broadway & W 49 St,40.761,-73.984527,0,Manhattan0
816,963,Manhattan,Centre St & Chambers St,40.712733,-74.004607,3,Manhattan3
817,965,Manhattan,Broadway & W 185 St,40.852538,-73.93441,1,Manhattan1
818,968,Manhattan,Avenue D & E 8 St (home location),40.72368361,-73.97574813,3,Manhattan3
819,971,Manhattan,W 100 St & Broadway,40.7973721,-73.970411,2,Manhattan2
820,972,Manhattan,E 27 St & 1 Ave,40.739445,-73.976806,0,Manhattan0
821,974,Manhattan,Spruce St & Gold St,40.710323,-74.004322,3,Manhattan3
822,975,Manhattan,Amsterdam Ave & W 167 St,40.839443,-73.937044,1,Manhattan1
823,978,Manhattan,W 171 St & St. Nicholas Ave,40.842941,-73.938631,1,Manhattan1
824,980,Manhattan,South St & Gouverneur Ln,40.703554,-74.006702,3,Manhattan3
825,981,Manhattan,E 81 St & Park Ave,40.77677702,-73.959009,2,Manhattan2
826,988,Manhattan,Soissons Landing,40.692317,-74.014865,3,Manhattan3
827,989,Manhattan,Seaman Ave & Isham St,40.869899,-73.920763,1,Manhattan1
828,992,Manhattan,Nagle Ave & Thayer St,40.861382,-73.925591,1,Manhattan1
829,994,Manhattan,E 19 St & 3 Ave,40.73624527,-73.984737,3,Manhattan3
830,995,Manhattan,E 1 St & 1 Ave,40.723356,-73.988649,3,Manhattan3
831,998,Manhattan,W 74 St & Columbus Ave,40.778567,-73.977549,0,Manhattan0
832,1001,Manhattan,10 Ave & W 207 St,40.864632,-73.918598,1,Manhattan1
833,1002,Manhattan,W 59 St & 10 Ave,40.770513,-73.988038,0,Manhattan0
834,1004,Manhattan,Macombs Pl & W 152 St,40.826406,-73.937948,1,Manhattan1
835,1006,Manhattan,E 13 St & 2 Ave,40.731539,-73.985302,3,Manhattan3
836,1008,Manhattan,E 31 St & 3 Ave,40.74394314,-73.97966,0,Manhattan0
837,1009,Manhattan,West St & Chambers St,40.719,-74.013,3,Manhattan3
838,1010,Manhattan,Allen St & Stanton St,40.722055,-73.989111,3,Manhattan3
839,1011,Manhattan,E 25 St & 2 Ave,40.74,-73.979737,0,Manhattan0
840,1012,Manhattan,Edgecombe Ave & W 141 St,40.820681,-73.945144,2,Manhattan2
841,1014,Manhattan,Cliff St & Fulton St,40.70838,-74.00495,3,Manhattan3
842,1015,Manhattan,Morningside Dr & Amsterdam Ave,40.810285,-73.957364,2,Manhattan2
843,1023,Manhattan,E 75 St & 3 Ave,40.77112927,-73.957722,0,Manhattan0
844,1024,Manhattan,Central Park W & W 91 St,40.788665,-73.9668,2,Manhattan2
845,1029,Manhattan,Amsterdam Ave & W 119 St,40.809,-73.959,2,Manhattan2
846,1033,Manhattan,Catherine St & Monroe St,40.71117444,-73.996826,3,Manhattan3
847,1036,Manhattan,Audubon Ave & Fort George Ave,40.857158,-73.927173,1,Manhattan1
848,1037,Manhattan,Amsterdam Ave & W 136 St,40.819746,-73.951819,2,Manhattan2
849,1039,Manhattan,Avenue D & E 8 St,40.72387,-73.97574813,3,Manhattan3
850,1040,Manhattan,1 Ave & E 16 St,40.732219,-73.981655,3,Manhattan3
851,1041,Manhattan,Morningside Ave & W 123 St,40.81,-73.95515,2,Manhattan2
852,1042,Manhattan,Avenue D & E 10 St,40.725066,-73.975158,3,Manhattan3
853,1044,Manhattan,W 11 St & 6 Ave,40.73532427,-73.998004,3,Manhattan3
854,1045,Manhattan,Bleecker St & Lafayette St,40.726156,-73.995101,3,Manhattan3
855,1047,Manhattan,W 44 St & 11 Ave,40.762009,-73.996975,0,Manhattan0
856,1048,Manhattan,Nagle Ave & Ellwood St,40.86012,-73.928489,1,Manhattan1
857,1049,Manhattan,W 159 St & Edgecombe Ave,40.833303,-73.939326,1,Manhattan1
858,1053,Manhattan,W 54 St & 9 Ave,40.767,-73.986,0,Manhattan0
859,1057,Manhattan,W 27 St & 7 Ave,40.746647,-73.993915,0,Manhattan0
860,1059,Manhattan,Amsterdam Ave & W 131 St,40.816355,-73.954295,2,Manhattan2
861,1068,Manhattan,Washington St & Barrow St,40.731911,-74.008769,3,Manhattan3
862,1071,Manhattan,Frederick Douglass Blvd & W 129 St,40.8125511,-73.949228,2,Manhattan2
863,1075,Manhattan,2 Ave & E 99 St,40.786259,-73.945525,2,Manhattan2
864,1076,Manhattan,E 41 St & Madison Ave,40.752165,-73.979921,0,Manhattan0
865,1077,Manhattan,E 109 St & 3 Ave,40.793297,-73.943208,2,Manhattan2
866,1078,Manhattan,Thompson St & Bleecker St,40.728401,-73.999687,3,Manhattan3
867,1082,Manhattan,William St & Pine St,40.70717936,-74.008873,3,Manhattan3
868,1087,Manhattan,Adam Clayton Powell Blvd & W 151 St,40.825289,-73.936232,1,Manhattan1
869,1088,Manhattan,Old Broadway & W 133 St,40.818212,-73.955277,2,Manhattan2
870,1090,Manhattan,W 13 St & 5 Ave -moved to 5947.04,40.73543934,-73.99453948,3,Manhattan3
871,1091,Manhattan,W 186 St & St. Nicholas Ave,40.852253,-73.931308,1,Manhattan1
872,1093,Manhattan,W 190 St & Broadway,40.856487,-73.932969,1,Manhattan1
873,1095,Manhattan,Cooper Square & Astor Pl,40.731,-73.990752,3,Manhattan3
874,1098,Manhattan,W 22 St & 8 Ave,40.746,-73.998,3,Manhattan3
875,1099,Manhattan,W 78 St & Broadway,40.78339981,-73.98093133,0,Manhattan0
876,1105,Manhattan,1 Ave & E 30 St,40.741444,-73.974,0,Manhattan0
877,1108,Manhattan,W 42 St & 8 Ave,40.75757,-73.990985,0,Manhattan0
878,1109,Manhattan,E 81 St & York Ave,40.773,-73.949892,2,Manhattan2
879,1110,Manhattan,E 5 St & Cooper Sq,40.72769,-73.990993,3,Manhattan3
880,1112,Manhattan,5 Ave & E 126 St,40.80698,-73.941747,2,Manhattan2
881,1115,Manhattan,Ft. Washington Ave & W 190 St,40.856906,-73.935662,1,Manhattan1
882,1122,Manhattan,W 212 St & 10 Ave,40.867658,-73.916757,1,Manhattan1
883,1125,Manhattan,Forsyth St & Broome St,40.71893904,-73.992662,3,Manhattan3
884,1127,Manhattan,W 50 St & 9 Ave,40.764,-73.989,0,Manhattan0
885,1128,Manhattan,W 31 St & 7 Ave [temporarily removed],40.749156,-73.9916,0,Manhattan0
886,1134,Manhattan,1 Ave & E 16 St [temporarily removed],40.73221853,-73.98165557,3,Manhattan3
887,1137,Manhattan,E 53 St & Madison Ave,40.759711,-73.974023,0,Manhattan0
888,1139,Manhattan,E 9 St & 5 Ave,40.732759,-73.995816,3,Manhattan3
889,1140,Manhattan,Liberty St & Broadway,40.70905623,-74.01043382,3,Manhattan3
890,1141,Manhattan,Lenox Ave & W 117 St,40.802557,-73.949078,2,Manhattan2
891,1142,Manhattan,W 146 St & Broadway,40.826969,-73.949738,2,Manhattan2
892,1143,Manhattan,Broadway & W 56 St,40.7652654,-73.981923,0,Manhattan0
893,1146,Manhattan,Battery Pl & Greenwich St,40.70463,-74.01507,3,Manhattan3
894,1147,Manhattan,W 76 St & Columbus Ave,40.780184,-73.977,0,Manhattan0
895,1148,Manhattan,W 10 St & Washington St,40.733424,-74.008514,3,Manhattan3
896,1149,Manhattan,E 78 St & 2 Ave,40.773,-73.955778,0,Manhattan0
897,1150,Manhattan,Wadsworth Ave & W 175 St,40.846052,-73.937648,1,Manhattan1
898,1152,Manhattan,6 Ave & W 34 St,40.74964,-73.98805,0,Manhattan0
899,1155,Manhattan,Broadway & Battery Pl,40.70463334,-74.013617,3,Manhattan3
900,1156,Manhattan,E 47 St & 1 Ave,40.752069,-73.967843,0,Manhattan0
901,1160,Manhattan,Hamilton Pl & W 140 St,40.822756,-73.951346,2,Manhattan2
902,1162,Manhattan,Bradhurst Ave & W 148 St,40.825125,-73.941616,1,Manhattan1
903,1167,Manhattan,3 Ave & E 62 St,40.763126,-73.965268,0,Manhattan0
904,1170,Manhattan,Central Park West & W 82 St,40.782593,-73.971211,0,Manhattan0
905,1171,Manhattan,St James Pl & Oliver St,40.71307916,-73.998,3,Manhattan3
906,1172,Manhattan,Columbus Ave & W 95 St,40.791956,-73.968,2,Manhattan2
907,1173,Manhattan,West Thames St,40.708347,-74.017134,3,Manhattan3
908,1174,Manhattan,E 50 St & Park Ave,40.757334,-73.974235,0,Manhattan0
909,1177,Manhattan,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413,1,Manhattan1
910,1180,Manhattan,E 14 St & Avenue B,40.729387,-73.977724,3,Manhattan3
911,1182,Manhattan,Broadway & W 165 St,40.839137,-73.941409,1,Manhattan1
912,1183,Manhattan,Hamilton Pl & W 138 St,40.821728,-73.952761,2,Manhattan2
913,1184,Manhattan,Spring St & Hudson St,40.72584,-74.007653,3,Manhattan3
914,1185,Manhattan,W 38 St & 8 Ave,40.755,-73.99138152,0,Manhattan0
915,1186,Manhattan,W 106 St & Central Park West,40.798186,-73.96059,2,Manhattan2
916,1188,Manhattan,W 15 St & 7 Ave,40.74,-73.998,3,Manhattan3
917,1189,Manhattan,E 58 St & 1 Ave (NE Corner),40.758924,-73.962262,0,Manhattan0
918,1193,Manhattan,W 92 St & Broadway,40.7921,-73.9739,2,Manhattan2
919,1194,Manhattan,Amsterdam Ave & W 189 St,40.853142,-73.927094,1,Manhattan1
920,1195,Manhattan,West End Ave & W 78 St,40.783786,-73.981687,0,Manhattan0
921,1196,Manhattan,St Marks Pl & 1 Ave,40.72779126,-73.985649,3,Manhattan3
922,1197,Manhattan,Vesey Pl & River Terrace,40.716,-74.016,3,Manhattan3
923,1199,Manhattan,Cabrini Blvd & W 177 St,40.848282,-73.941343,1,Manhattan1
924,1202,Manhattan,Pinehurst Ave & W 187 St,40.855331,-73.937878,1,Manhattan1
925,1203,Manhattan,W 13 St & 6 Ave,40.73649403,-73.99704374,3,Manhattan3
926,1206,Manhattan,E 47 St & Park Ave,40.755103,-73.974,0,Manhattan0
927,1207,Manhattan,W 89 St & Columbus Ave,40.7882213,-73.970415,2,Manhattan2
928,1211,Manhattan,Fort Washington Ave & W 183 St,40.852252,-73.937854,1,Manhattan1
929,1212,Manhattan,12 Ave & W 40 St,40.761,-74.002776,0,Manhattan0
930,1213,Manhattan,Pitt St & Stanton St,40.719261,-73.98178,3,Manhattan3
931,1216,Manhattan,2 Ave & E 55 St,40.75792,-73.966382,0,Manhattan0
932,1218,Manhattan,E 17 St & Broadway,40.73705,-73.989,3,Manhattan3
933,1219,Manhattan,E 9 St & Avenue C,40.72521311,-73.977687,3,Manhattan3
934,1220,Manhattan,Pike St & Monroe St,40.713,-73.99193,3,Manhattan3
935,1223,Manhattan,8 Ave & W 16 St,40.740983,-74.001702,3,Manhattan3
936,1225,Manhattan,7 Ave & Central Park South,40.767,-73.979068,0,Manhattan0
937,1227,Manhattan,W 51 St & Rockefeller Plaza,40.7597,-73.978081,0,Manhattan0
938,1229,Manhattan,3 Ave & E 71 St,40.768737,-73.961199,0,Manhattan0
939,1232,Manhattan,Lenox Ave & W 130 St,40.8107922,-73.943068,2,Manhattan2
940,1233,Manhattan,W 163 St & Riverside Dr,40.839278,-73.945446,1,Manhattan1
941,1235,Manhattan,West End Ave & W 107 St,40.802117,-73.96818,2,Manhattan2
942,1238,Manhattan,Riverside Dr & W 138 St,40.823168,-73.955857,2,Manhattan2
943,1239,Manhattan,Motorgate,40.763909,-73.947721,0,Manhattan0
944,1240,Manhattan,E 115 St & Madison Ave,40.798945,-73.944846,2,Manhattan2
945,1247,Manhattan,Sunken Meadow Comfort Station,40.79558,-73.91906,2,Manhattan2
946,1249,Manhattan,Wall St & South St,40.70437,-74.00637,3,Manhattan3
947,1251,Manhattan,E 106 St & Lexington Ave,40.791976,-73.945993,2,Manhattan2
948,1254,Manhattan,E 47 St & 2 Ave,40.753231,-73.970325,0,Manhattan0
949,1257,Manhattan,Spruce St & Nassau St,40.711464,-74.005524,3,Manhattan3
950,1258,Manhattan,Rivington St & Chrystie St,40.721101,-73.991925,3,Manhattan3
951,1266,Manhattan,Perry St & Greenwich Ave,40.735918,-74.000939,3,Manhattan3
952,1268,Manhattan,W 26 St & 8 Ave,40.74734825,-73.997235,0,Manhattan0
953,1277,Manhattan,Warren St & W Broadway,40.71474,-74.009106,3,Manhattan3
954,1278,Manhattan,E 138 St & 5 Av,40.81449,-73.936153,2,Manhattan2
955,1279,Manhattan,Cleveland Pl & Spring St,40.722104,-73.997249,3,Manhattan3
956,1280,Manhattan,Lenox Ave & W 146 St,40.821111,-73.935971,2,Manhattan2
957,1283,Manhattan,E 12 St & 4 Av,40.73269,-73.98974,3,Manhattan3
958,1285,Manhattan,Division St & Bowery (old),40.71413089,-73.9970468,3,Manhattan3
959,1292,Manhattan,Adam Clayton Powell Blvd & W 123 St,40.809,-73.949373,2,Manhattan2
960,1293,Manhattan,5 Ave & E 63 St,40.767,-73.971,0,Manhattan0
961,1295,Manhattan,E 74 St & 1 Ave,40.768974,-73.954822,0,Manhattan0
962,1296,Manhattan,W 24 St & 7 Ave,40.74487634,-73.995298,3,Manhattan3
963,1297,Manhattan,E 45 St & 3 Ave,40.75255434,-73.972826,0,Manhattan0
964,1306,Manhattan,Central Park West & W 102 St,40.795346,-73.96186,2,Manhattan2
965,1307,Manhattan,Clinton St & Grand St,40.71559509,-73.987029,3,Manhattan3
966,1308,Manhattan,E 82 St & East End Ave,40.772461,-73.94682,2,Manhattan2
967,1315,Manhattan,W 35 St & 9 Ave,40.754145,-73.996088,0,Manhattan0
968,1318,Manhattan,Lafayette St & E 8 St,40.731,-73.991026,3,Manhattan3
969,1319,Manhattan,Lexington Ave & E 63 St,40.76440023,-73.96648977,0,Manhattan0
970,1321,Manhattan,E 12 St & Ave C,40.727243,-73.976831,3,Manhattan3
971,1322,Manhattan,E 103 St & Lexington Ave,40.791,-73.947,2,Manhattan2
972,1325,Manhattan,Frederick Douglass Blvd & W 115 St,40.8038654,-73.95593,2,Manhattan2
973,1328,Manhattan,Greenwich St & Hubert St,40.721319,-74.010065,3,Manhattan3
974,1329,Manhattan,Suffolk St & Stanton St,40.72066442,-73.985179,3,Manhattan3
975,1330,Manhattan,Broadway & W 122 St,40.8120562,-73.961254,2,Manhattan2
976,1335,Manhattan,West St & Liberty St,40.711444,-74.014847,3,Manhattan3
977,1338,Manhattan,2 Ave & 29 St,40.74147,-73.978221,0,Manhattan0
978,1342,Manhattan,E 72 St & Park Ave,40.771183,-73.964094,0,Manhattan0
979,1343,Manhattan,W 20 St & 11 Ave,40.746745,-74.007,3,Manhattan3
980,1344,Manhattan,Amsterdam Ave & W 79 St,40.7829391,-73.978651,0,Manhattan0
981,1346,Manhattan,W 54 St & 11 Ave,40.768333,-73.992573,0,Manhattan0
982,1348,Manhattan,E 2 St & Avenue B,40.72217444,-73.983,3,Manhattan3
983,1349,Manhattan,Dyckman St & Henshaw St,40.867357,-73.92936,1,Manhattan1
984,1350,Manhattan,6 Ave & W 33 St,40.749013,-73.988483,0,Manhattan0
985,1353,Manhattan,E 10 St & Avenue A,40.728,-73.98,3,Manhattan3
