,_c0,Borough,startStationName,latitude,longitude,prediction,concat
338,1281,Queens,31 St & Broadway,40.761584,-73.925921,999,Queens999
339,1282,Queens,20 Ave & Shore Blvd,40.785994,-73.915098,999,Queens999
340,1284,Queens,31 St & Astoria Blvd,40.769918,-73.918405,999,Queens999
341,1286,Queens,34 Ave & 48 St,40.75388,-73.914952,999,Queens999
342,1287,Bronx,E 141 St & St Ann's Ave,40.808633,-73.916124,999,Bronx999
343,1288,Bronx,E 149 St & Eagle Ave,40.815,-73.911,999,Bronx999
344,1289,Queens,23 Ave & 27 St,40.776165,-73.915317,999,Queens999
345,1290,Queens,Harman St & Seneca Ave,40.70577,-73.91292,999,Queens999
346,1291,Queens,30 Ave & 41 St,40.763422,-73.914142,999,Queens999
347,1299,Queens,Wyckoff Ave & Gates Ave,40.699871,-73.911718,999,Queens999
348,1300,Bronx,Morris Ave & McClellan St,40.831584,-73.9149,999,Bronx999
349,1301,Bronx,Prospect Ave & Longwood Ave,40.81899,-73.90202,999,Bronx999
350,1303,Bronx,Southern Blvd & E 172 St,40.834124,-73.88955,999,Bronx999
351,1311,Queens,Flushing Ave & Woodward Ave,40.713,-73.91873,999,Queens999
352,1313,Queens,43 St & Broadway,40.7577284,-73.916636,999,Queens999
353,1316,Bronx,E 147 St & Bergen Ave,40.814673,-73.91839,999,Bronx999
354,1320,Queens,Centre St & Seneca Ave,40.69969,-73.9022,999,Queens999
355,1323,Queens,Broadway & 49 St,40.755389,-73.911517,999,Queens999
356,1324,Queens,34 St & 35 Ave,40.7569332,-73.926223,999,Queens999
357,1326,Queens,36 Ave & 31 St,40.756513,-73.929574,999,Queens999
358,1327,Bronx,E 149 St & Jackson Ave,40.813135,-73.909235,999,Bronx999
359,1336,Bronx,3 Ave & E 174 St - Bathgate Vaccination Site,40.84224,-73.8985,999,Bronx999
360,1337,Queens,Madison St & Seneca Ave,40.70183,-73.90625,999,Queens999
361,1345,Bronx,Bedford Park Blvd & Paul Ave,40.87444,-73.89186,999,Bronx999
362,1347,Queens,Crescent St & 30 Ave,40.768692,-73.924957,999,Queens999
363,1351,Queens,31 St & Thomson Ave,40.746,-73.935,999,Queens999
364,1355,Queens,Steinway St & 28 Ave,40.7656251,-73.913669,999,Queens999
365,1356,Queens,20 Ave & 42 St,40.775415,-73.900063,999,Queens999
366,1357,Bronx,Grand Concourse & East Mount Eden Ave,40.84301,-73.91172,999,Bronx999
367,1359,Bronx,Gerard Ave & E 165 St,40.83173,-73.922394,999,Bronx999
368,1360,Bronx,Concourse Village West & E 156 St,40.823162,-73.923267,999,Bronx999
369,1361,Queens,51 St & Hobart St,40.757764,-73.907654,999,Queens999
370,1365,Bronx,Prospect Ave & E 167 St,40.826303,-73.898751,999,Bronx999
371,1382,Bronx,Willis Ave & Bruckner Blvd,40.805701,-73.925177,999,Bronx999
372,1384,Bronx,E 170 St & Webster Ave_old,40.836103,-73.907199,999,Bronx999
373,1385,Bronx,Hunts Point Ave & Bryant Ave,40.813991,-73.8855,999,Bronx999
374,1386,Queens,36 Ave & 10 St,40.761438,-73.941126,999,Queens999
375,1387,Queens,Forest Ave & Summerfield St,40.69922,-73.89795,999,Queens999
376,1390,Queens,Shore Blvd & Astoria Park,40.77977,-73.923162,999,Queens999
377,1397,Bronx,Folin St & E 181 St,40.853929,-73.898385,999,Bronx999
378,1399,Bronx,E 133 St & Cypress Pl,40.80262,-73.9174,999,Bronx999
379,1400,Queens,49 St & 31 Ave,40.758057,-73.909831,999,Queens999
380,1401,Bronx,Concourse Village East & E 158 St,40.823732,-73.919379,999,Bronx999
381,1405,Bronx,Sheridan Ave & E 168 St,40.835334,-73.9154,999,Bronx999
382,1420,Bronx,Gerard Ave & E 164 St,40.830262,-73.923391,999,Bronx999
383,1423,Queens,Crescent St & 34 Ave,40.76108,-73.930562,999,Queens999
384,1427,Bronx,W Tremont Ave & Montgomery Ave,40.851788,-73.916418,999,Bronx999
385,1433,Bronx,Rogers Pl & E 165 St,40.823926,-73.897366,999,Bronx999
386,1440,Queens,Vernon Blvd & 50 Ave,40.743,-73.953,999,Queens999
387,1445,Bronx,E Burnside Ave & Ryer Ave,40.850535,-73.901318,999,Bronx999
388,1449,Bronx,E 170 St & Webster Ave,40.836179,-73.907199,999,Bronx999
389,1452,Queens,21 St & 23 Ave,40.778557,-73.919046,999,Queens999
390,1453,Bronx,Icahn Stadium,40.79346,-73.92389,999,Bronx999
391,1468,Queens,Myrtle Ave & Linden St,40.69943,-73.91337,999,Queens999
392,1471,Bronx,Grand Concourse & E 199 St,40.87142,-73.88839,999,Bronx999
393,1479,Queens,Ditmars Blvd & 79 St,40.768728,-73.890745,999,Queens999
394,1481,Queens,47 Ave & 31 St,40.743,-73.93561,999,Queens999
395,1482,Queens,31 Ave & Crescent St,40.765835,-73.926547,999,Queens999
396,1490,Queens,46 Ave & 5 St,40.74731,-73.95451,999,Queens999
397,1493,Bronx,Charlotte St & Boston Rd,40.8358771,-73.893142,999,Bronx999
398,1499,Queens,Ditmars Ave & 43 St,40.771203,-73.903865,999,Queens999
399,1502,Queens,34 Ave & 31 St,40.759604,-73.927144,999,Queens999
400,1503,Queens,76 St & 21 Ave,40.77028,-73.893675,999,Queens999
401,1510,Queens,21 St & 36 Ave,40.7601853,-73.936272,999,Queens999
402,1511,Queens,Hancock St & Wyckoff Ave,40.6972,-73.90674,999,Queens999
403,1519,Queens,31 Ave & Steinway St,40.761149,-73.917007,999,Queens999
404,1520,Bronx,Inwood Ave & W 170 St,40.840536,-73.919228,999,Bronx999
405,0,Manhattan,W 84 St & Columbus Ave,40.785,-73.972834,0,Manhattan0
406,4,Manhattan,E 118 St & 3 Ave,40.799139,-73.938915,2,Manhattan2
407,5,Manhattan,John St & William St,40.70862144,-74.007221,3,Manhattan3
408,6,Manhattan,W 82 St & Central Park West,40.78275,-73.97137,0,Manhattan0
409,7,Manhattan,W 33 St & 7 Ave,40.7502,-73.99093,0,Manhattan0
410,10,Manhattan,Riverside Blvd & W 67 St,40.779,-73.988885,0,Manhattan0
411,11,Manhattan,W 218 St & Indian Rd,40.873055,-73.918371,1,Manhattan1
412,13,Manhattan,Pleasant Ave & E 116 St,40.794988,-73.933334,2,Manhattan2
413,14,Manhattan,Amsterdam Ave & W 183 St,40.84925,-73.93022,1,Manhattan1
414,15,Manhattan,E 128 St & 3 Ave,40.805631,-73.934077,2,Manhattan2
415,19,Manhattan,Broadway & W 41 St,40.755136,-73.98658,0,Manhattan0
416,20,Manhattan,Adam Clayton Powell Blvd & W 126 St,40.809495,-73.947764,2,Manhattan2
417,21,Manhattan,E 118 St & Madison Ave,40.801487,-73.94425,2,Manhattan2
418,23,Manhattan,E 114 St & 1 Ave,40.7945663,-73.936254,2,Manhattan2
419,25,Manhattan,W 104 St & Amsterdam Ave,40.799041,-73.966494,2,Manhattan2
420,27,Manhattan,E 56 St & Madison Ave,40.761573,-73.972628,0,Manhattan0
421,30,Manhattan,Reade St & Broadway,40.714505,-74.005627,3,Manhattan3
422,31,Manhattan,Forsyth St & Canal St,40.716,-73.994223,3,Manhattan3
423,32,Manhattan,W 56 St & 10 Ave,40.768254,-73.988639,0,Manhattan0
424,33,Manhattan,2 Ave & E 29 St,40.741724,-73.978092,0,Manhattan0
425,35,Manhattan,Columbus Ave & W 72 St,40.777058,-73.978984,0,Manhattan0
426,41,Manhattan,5 Ave & E 72 St,40.77282817,-73.966852,0,Manhattan0
427,42,Manhattan,1 Ave & E 94 St,40.782,-73.94594,2,Manhattan2
428,48,Manhattan,Grand St & Greene St,40.7217,-74.00234737,3,Manhattan3
429,50,Manhattan,E 35 St & 3 Ave,40.746524,-73.977885,0,Manhattan0
430,52,Manhattan,Bayard St & Baxter St,40.71602118,-73.999743,3,Manhattan3
431,54,Manhattan,Lexington Ave & E 26 St,40.741459,-73.983,0,Manhattan0
432,57,Manhattan,E 93 St & 2 Ave,40.782454,-73.948919,2,Manhattan2
433,58,Manhattan,Albany St & Greenwich St,40.709267,-74.013247,3,Manhattan3
434,60,Manhattan,University Pl & E 8 St,40.731437,-73.994903,3,Manhattan3
435,61,Manhattan,Stanton St & Norfolk St,40.720747,-73.986274,3,Manhattan3
436,75,Manhattan,E 80 St & Park Ave,40.776173,-73.959757,0,Manhattan0
437,76,Manhattan,E 84 St & Park Ave,40.779,-73.95772,2,Manhattan2
438,78,Manhattan,W 204 St & Nagle Ave,40.863211,-73.920827,1,Manhattan1
439,82,Manhattan,E 63 St & 3 Ave,40.763954,-73.9646,0,Manhattan0
440,83,Manhattan,W 52 St & 5 Ave,40.75992262,-73.97648516,0,Manhattan0
441,85,Manhattan,Washington St & Gansevoort St,40.739323,-74.008119,3,Manhattan3
442,87,Manhattan,Lexington Ave & E 24 St,40.740259,-73.984092,3,Manhattan3
443,90,Manhattan,1 Ave & E 18 St,40.733812,-73.980544,3,Manhattan3
444,91,Manhattan,W 135 St & Lenox Terrace Pl,40.813619,-73.939336,2,Manhattan2
445,95,Manhattan,W 20 St & 10 Ave,40.745686,-74.005141,3,Manhattan3
446,96,Manhattan,Mt Morris Park W & W 120 St,40.804038,-73.945925,2,Manhattan2
447,97,Manhattan,Barclay St & Church St,40.71291224,-74.010202,3,Manhattan3
448,100,Manhattan,Fulton St & William St,40.71,-74.006536,3,Manhattan3
449,107,Manhattan,Murray St & West St,40.714979,-74.013012,3,Manhattan3
450,109,Manhattan,W 106 St & Amsterdam Ave,40.800836,-73.966449,2,Manhattan2
451,114,Manhattan,W 15 St & 6 Ave,40.738046,-73.996429,3,Manhattan3
452,115,Manhattan,W 16 St & The High Line,40.74334935,-74.006817,3,Manhattan3
453,118,Manhattan,E 58 St & 3 Ave,40.761,-73.967244,0,Manhattan0
454,123,Manhattan,Carmine St & 6 Ave,40.730386,-74.002149,3,Manhattan3
455,126,Manhattan,11 Ave & W 41 St,40.761,-73.998,0,Manhattan0
456,127,Manhattan,LaGuardia Pl & W 3 St [temporarily removed],40.72917025,-73.99810231,3,Manhattan3
457,129,Manhattan,W 13 St & 5 Ave,40.735445,-73.99431,3,Manhattan3
458,130,Manhattan,Division St & Bowery,40.714193,-73.996732,3,Manhattan3
459,131,Manhattan,8 Ave & W 27 St,40.747968,-73.996637,0,Manhattan0
460,132,Manhattan,E 76 St & Park Ave,40.773763,-73.962,0,Manhattan0
461,135,Manhattan,Market St & Henry St,40.713107,-73.994463,3,Manhattan3
462,136,Manhattan,Gansevoort St & Hudson St,40.739448,-74.00507,3,Manhattan3
463,139,Manhattan,W 30 St & 10 Ave,40.752694,-74.002353,0,Manhattan0
464,140,Manhattan,Fulton St & Broadway,40.711066,-74.009447,3,Manhattan3
465,141,Manhattan,Pier 40 X2,40.728487,-74.011693,3,Manhattan3
466,143,Manhattan,Lenox Ave & W 115 St,40.801194,-73.95,2,Manhattan2
467,147,Manhattan,Seaman Ave & Beak St,40.867505,-73.926363,1,Manhattan1
468,148,Manhattan,Lafayette St & Jersey St,40.724561,-73.995652,3,Manhattan3
469,151,Manhattan,Leonard St & Church St,40.719,-74.005549,3,Manhattan3
470,154,Manhattan,University Pl & E 14 St,40.73492695,-73.992,3,Manhattan3
471,156,Manhattan,Audobon Ave & W 179 St,40.847305,-73.933291,1,Manhattan1
472,159,Manhattan,old - E 13 St & Avenue A,40.72955361,-73.98057249,3,Manhattan3
473,161,Manhattan,5 Ave & E 93 St,40.7857851,-73.957481,2,Manhattan2
474,165,Manhattan,W 18 St & 6 Ave,40.73971301,-73.994564,3,Manhattan3
475,166,Manhattan,Broadway & W 131 St,40.817555,-73.957163,2,Manhattan2
476,168,Manhattan,W 190 St & St. Nicholas Ave,40.854788,-73.929513,1,Manhattan1
477,173,Manhattan,East End Ave & E 86 St,40.776,-73.944,2,Manhattan2
478,179,Manhattan,9 Ave & W 45 St,40.761,-73.991255,0,Manhattan0
479,183,Manhattan,10 Ave & W 202 St,40.861282,-73.921417,1,Manhattan1
480,185,Manhattan,E 15 St & 3 Ave,40.734232,-73.986,3,Manhattan3
481,190,Manhattan,Riverside Dr & W 91 St,40.793135,-73.977003,2,Manhattan2
482,191,Manhattan,8 Ave & W 52 St,40.764,-73.985161,0,Manhattan0
483,194,Manhattan,E 60 St & York Ave,40.759107,-73.959,0,Manhattan0
484,197,Manhattan,W 100 St & Manhattan Ave,40.795,-73.9645,2,Manhattan2
485,198,Manhattan,W 31 St & 7 Ave,40.749156,-73.9916,0,Manhattan0
486,202,Manhattan,Broadway & W 220 St,40.872412,-73.912807,1,Manhattan1
487,206,Manhattan,W 37 St & 5 Ave,40.75038009,-73.983,0,Manhattan0
488,210,Manhattan,10 Ave & W 204 St,40.862638,-73.92006,1,Manhattan1
489,216,Manhattan,W 26 St & 10 Ave,40.749718,-74.00295,3,Manhattan3
490,218,Manhattan,Columbus Ave & W 103 St,40.796935,-73.964341,2,Manhattan2
491,219,Manhattan,E 56 St & 3 Ave,40.75934501,-73.967596,0,Manhattan0
492,221,Manhattan,E 102 St & Park Ave,40.790483,-73.95033,2,Manhattan2
493,222,Manhattan,W 34 St & 11 Ave,40.755942,-74.001,0,Manhattan0
494,226,Manhattan,E 128 St & Madison Ave,40.809,-73.938,2,Manhattan2
495,227,Manhattan,E 10 St & 5 Ave,40.734,-73.995,3,Manhattan3
496,228,Manhattan,Central Park W & W 96 St,40.79127,-73.964839,2,Manhattan2
497,229,Manhattan,Lexington Ave & E 36 St,40.747574,-73.9788,0,Manhattan0
498,230,Manhattan,Grand St & Samuel Dickstein Plaza,40.715119,-73.98417,3,Manhattan3
499,231,Manhattan,Murray St & Greenwich St,40.714852,-74.011223,3,Manhattan3
500,232,Manhattan,Edgecombe Ave & W 167 St,40.838191,-73.936085,1,Manhattan1
501,234,Manhattan,Central Park West & W 68 St,40.773407,-73.977825,0,Manhattan0
502,237,Manhattan,E 53 St & Lexington Ave,40.758281,-73.970694,0,Manhattan0
503,242,Manhattan,Morton St & Washington St,40.73115,-74.00887,3,Manhattan3
504,243,Manhattan,2 Ave & E 104 St,40.789211,-73.943707,2,Manhattan2
505,245,Manhattan,E 98 St & Park Ave,40.78813,-73.95206,2,Manhattan2
506,249,Manhattan,Fulton St & Pearl St,40.707722,-74.004386,3,Manhattan3
507,256,Manhattan,Front St & Maiden Ln,40.70531,-74.006125,3,Manhattan3
508,257,Manhattan,E 85 St & York Ave,40.77536905,-73.948033,2,Manhattan2
509,264,Manhattan,Little West St & 1 Pl,40.707,-74.016,3,Manhattan3
510,267,Manhattan,Henry St & Grand St,40.714215,-73.981095,3,Manhattan3
511,269,Manhattan,E 23 St & 1 Ave,40.737,-73.977,3,Manhattan3
512,271,Manhattan,W 25 St & 6 Ave,40.74395411,-73.991448,3,Manhattan3
513,273,Manhattan,W 35 St & Dyer Ave,40.754692,-73.997401,0,Manhattan0
514,275,Manhattan,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,2,Manhattan2
515,281,Manhattan,Central Park W & W 103 St,40.796037,-73.961589,2,Manhattan2
516,285,Manhattan,Forsyth St\t& Grand St,40.717798,-73.993161,3,Manhattan3
517,286,Manhattan,E 97 St & 3 Ave,40.7859201,-73.948602,2,Manhattan2
518,288,Manhattan,Lispenard St & Broadway,40.71939226,-74.001,3,Manhattan3
519,294,Manhattan,5 Av & W 139 St,40.815484,-73.935856,2,Manhattan2
520,295,Manhattan,Mercer St & Spring St,40.72362738,-73.999496,3,Manhattan3
521,296,Manhattan,Peck Slip & Front St,40.707873,-74.00167,3,Manhattan3
522,297,Manhattan,1 Ave & E 68 St,40.76500525,-73.958184,0,Manhattan0
523,298,Manhattan,1 Ave & E 6 St,40.726331,-73.986168,3,Manhattan3
524,299,Manhattan,Central Park W & W 97 St,40.792495,-73.96417,2,Manhattan2
525,300,Manhattan,Central Park West & W 100 St,40.794,-73.962,2,Manhattan2
526,304,Manhattan,E 106 St & Madison Ave,40.793434,-73.94945,2,Manhattan2
527,311,Manhattan,W 29 St & 9 Ave,40.750073,-73.998392,0,Manhattan0
528,314,Manhattan,E 118 St & 1 Ave,40.79747,-73.93504,2,Manhattan2
529,315,Manhattan,E 24 St & Park Ave S,40.74096374,-73.986,3,Manhattan3
530,318,Manhattan,St. Nicholas Ave & W 155 St,40.830663,-73.941323,1,Manhattan1
531,321,Manhattan,E 13 St & Avenue A,40.731,-73.98,3,Manhattan3
532,322,Manhattan,Edgecombe Ave & W 150 St,40.826881,-73.941427,1,Manhattan1
533,323,Manhattan,4 Ave & E 12 St,40.732647,-73.99011,3,Manhattan3
534,324,Manhattan,E 7 St & Avenue A,40.726218,-73.983,3,Manhattan3
535,326,Manhattan,Broadway & W 168 St,40.840896,-73.93972,1,Manhattan1
536,329,Manhattan,Central Park West & W 72 St,40.775794,-73.976205,0,Manhattan0
537,331,Manhattan,E 116 St & 2 Ave,40.797,-73.937261,2,Manhattan2
538,333,Manhattan,W 140 St & Riverside Dr,40.824013,-73.954743,2,Manhattan2
539,334,Manhattan,E 20 St & FDR Drive,40.734,-73.975738,3,Manhattan3
540,335,Manhattan,E 91 St & Park Ave,40.783502,-73.955327,2,Manhattan2
541,338,Manhattan,Pier 40 - Hudson River Park,40.727714,-74.011295,3,Manhattan3
542,339,Manhattan,Rivington St & Ridge St,40.71850211,-73.983298,3,Manhattan3
543,340,Manhattan,W 145 St & Amsterdam Ave,40.825244,-73.947257,2,Manhattan2
544,341,Manhattan,2 Ave & E 72 St,40.768762,-73.958407,0,Manhattan0
545,343,Manhattan,1 Ave & E 39 St,40.74714,-73.97113,0,Manhattan0
546,344,Manhattan,W 48 St & Rockefeller Plaza,40.757936,-73.979602,0,Manhattan0
547,351,Manhattan,Avenue D & E 3 St,40.72082834,-73.977931,3,Manhattan3
548,352,Manhattan,Washington Pl & 6 Ave,40.73224119,-74.000263,3,Manhattan3
549,353,Manhattan,Greenwich St & W Houston St,40.728846,-74.008591,3,Manhattan3
550,354,Manhattan,Lenox Ave & W 126 St,40.808442,-73.945208,2,Manhattan2
551,362,Manhattan,E 4 St & 2 Ave,40.726281,-73.98978,3,Manhattan3
552,363,Manhattan,Adam Clayton Powell Blvd & W 138 St,40.81696,-73.942295,2,Manhattan2
553,364,Manhattan,W 49 St & 8 Ave,40.76227205,-73.987882,0,Manhattan0
554,365,Manhattan,W 84 St & Broadway,40.786795,-73.977112,0,Manhattan0
555,369,Manhattan,2 Ave & E 122 St,40.8006721,-73.9349,2,Manhattan2
556,372,Manhattan,W 52 St & 6 Ave,40.76133,-73.97982,0,Manhattan0
557,373,Manhattan,E 39 St & Lexington Ave,40.749499,-73.977292,0,Manhattan0
558,376,Manhattan,E 33 St & 1 Ave,40.743227,-73.974,0,Manhattan0
559,384,Manhattan,E 54 St & 1 Ave,40.756265,-73.964179,0,Manhattan0
560,385,Manhattan,10 Ave & W 28 St,40.750664,-74.001768,0,Manhattan0
561,386,Manhattan,West End Ave & W 94 St,40.7941654,-73.974,2,Manhattan2
562,388,Manhattan,Riverside Dr & W 148 St,40.829114,-73.950426,1,Manhattan1
563,390,Manhattan,3 Ave & E 72 St,40.769943,-73.960607,0,Manhattan0
564,391,Manhattan,Broadway & E 14 St,40.734546,-73.990741,3,Manhattan3
565,394,Manhattan,W 36 St & 7 Ave,40.752149,-73.989539,0,Manhattan0
566,395,Manhattan,Laight St & Hudson St,40.721854,-74.007717,3,Manhattan3
567,396,Manhattan,E 16 St & 5 Ave,40.737262,-73.992,3,Manhattan3
568,397,Manhattan,5 Ave & E 103 St,40.7922553,-73.952499,2,Manhattan2
569,398,Manhattan,E 5 St & Avenue C,40.72299208,-73.979954,3,Manhattan3
570,399,Manhattan,E 44 St & 2 Ave,40.751184,-73.971387,0,Manhattan0
571,403,Manhattan,E 66 St & Madison Ave,40.768009,-73.968452,0,Manhattan0
572,405,Manhattan,Central Park S & 6 Ave,40.767,-73.976341,0,Manhattan0
573,407,Manhattan,W 120 St & Claremont Ave,40.8109494,-73.9634,2,Manhattan2
574,409,Manhattan,E 6 St & Avenue B,40.72453734,-73.981854,3,Manhattan3
575,411,Manhattan,King St & Varick St,40.727897,-74.005362,3,Manhattan3
576,414,Manhattan,West End Ave & W 60 St,40.77237,-73.99005,0,Manhattan0
577,418,Manhattan,E 11 St & 1 Ave,40.72953837,-73.984267,3,Manhattan3
578,420,Manhattan,E 2 St & Avenue A,40.723077,-73.985836,3,Manhattan3
579,423,Manhattan,Madison Av & E 51 St,40.75863,-73.97513,0,Manhattan0
580,424,Manhattan,6 Ave & Canal St,40.722438,-74.005664,3,Manhattan3
581,425,Manhattan,Madison Ave & E 99 St,40.789485,-73.952429,2,Manhattan2
582,426,Manhattan,Riverside Dr & W 104 St,40.801343,-73.971145,2,Manhattan2
583,427,Manhattan,Old Slip & Front St,40.7037992,-74.00838676,3,Manhattan3
584,429,Manhattan,Amsterdam Ave & W 156 St,40.832081,-73.942386,1,Manhattan1
585,432,Manhattan,E 6 St & Avenue D,40.722281,-73.976687,3,Manhattan3
586,433,Manhattan,Lexington Ave & E 26 St [temporarily removed],40.741459,-73.983293,0,Manhattan0
587,441,Manhattan,W 47 St & 10 Ave,40.762699,-73.993012,0,Manhattan0
588,442,Manhattan,St. Nicholas Ave & W 157 St,40.832314,-73.94102,1,Manhattan1
589,444,Manhattan,E 20 St & 2 Ave,40.737,-73.98205,3,Manhattan3
590,447,Manhattan,Broadway & W 32 St,40.74854862,-73.98808416,0,Manhattan0
591,449,Manhattan,Sherman Ave & Thayer St,40.863124,-73.926994,1,Manhattan1
592,450,Manhattan,W 116 St & Amsterdam Ave,40.8067581,-73.960708,2,Manhattan2
593,451,Manhattan,Pearl St & Hanover Square,40.704718,-74.00926,3,Manhattan3
594,454,Manhattan,Stanton St & Mangin St,40.71782143,-73.976289,3,Manhattan3
595,456,Manhattan,W 15 St & 10 Ave,40.743,-74.007,3,Manhattan3
596,457,Manhattan,W Broadway & W Houston St,40.726378,-74.000472,3,Manhattan3
597,462,Manhattan,E 33 St & 5 Ave,40.749,-73.984907,0,Manhattan0
598,463,Manhattan,Bank St & Hudson St,40.737,-74.00618,3,Manhattan3
599,465,Manhattan,E 67 St & Park Ave,40.767801,-73.965,0,Manhattan0
600,467,Manhattan,Audubon Ave & W 192 St,40.85564,-73.927128,1,Manhattan1
601,468,Manhattan,W 78 St & Amsterdam Ave,40.782536,-73.979085,0,Manhattan0
602,469,Manhattan,Franklin St & W Broadway,40.719116,-74.006666,3,Manhattan3
603,472,Manhattan,Ave D & E 8 St,40.723684,-73.975748,3,Manhattan3
604,474,Manhattan,Wadsworth Ave & W 179 St,40.848467,-73.936064,1,Manhattan1
605,476,Manhattan,Amsterdam Ave & W 125 St,40.813358,-73.956461,2,Manhattan2
606,479,Manhattan,Broadway & W 51 St,40.76228826,-73.983,0,Manhattan0
607,480,Manhattan,3 Ave & E 100 St,40.7877214,-73.947283,2,Manhattan2
608,483,Manhattan,Pier 40 Dock Station,40.72866,-74.01198,3,Manhattan3
609,489,Manhattan,FDR Drive & E 35 St,40.744219,-73.971212,0,Manhattan0
610,496,Manhattan,E 11 St & Broadway,40.73261787,-73.99158043,3,Manhattan3
611,498,Manhattan,E 20 St & Park Ave,40.73827428,-73.987519,3,Manhattan3
612,500,Manhattan,E 65 St & 2 Ave,40.764719,-73.96222,0,Manhattan0
613,503,Manhattan,W 46 St & 11 Ave,40.764,-73.996674,0,Manhattan0
614,504,Manhattan,W 160 St & St. Nicholas Ave,40.834468,-73.939865,1,Manhattan1
615,507,Manhattan,Broadway & W 60 St,40.77,-73.981918,0,Manhattan0
616,508,Manhattan,Harrison St & Hudson St,40.719,-74.009,3,Manhattan3
617,509,Manhattan,Old Slip & South St,40.703367,-74.007867,3,Manhattan3
618,511,Manhattan,Amsterdam Ave & W 73 St,40.779668,-73.98,0,Manhattan0
619,512,Manhattan,E 58 St & Madison Ave,40.763026,-73.972095,0,Manhattan0
620,520,Manhattan,1 Ave & E 110 St,40.7923272,-73.9383,2,Manhattan2
621,524,Manhattan,E 51 St & Lexington Ave,40.757148,-73.972078,0,Manhattan0
622,528,Manhattan,W 43 St & 6 Ave,40.75527307,-73.98316936,0,Manhattan0
623,531,Manhattan,Lexington Ave & E 127 St,40.805726,-73.936322,2,Manhattan2
624,534,Manhattan,Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,2,Manhattan2
625,536,Manhattan,Amsterdam Ave & W 180 St,40.847396,-73.931205,1,Manhattan1
626,539,Manhattan,Amsterdam Ave & W 82 St,40.785247,-73.976673,0,Manhattan0
627,540,Manhattan,Centre St & Worth St,40.71494807,-74.002344,3,Manhattan3
628,541,Manhattan,E 81 St & 2 Ave,40.774779,-73.954274,2,Manhattan2
629,542,Manhattan,St. Nicholas Ave & W 126 St,40.8114323,-73.951877,2,Manhattan2
630,546,Manhattan,Pearl St & Peck Slip,40.708485,-74.002751,3,Manhattan3
631,547,Manhattan,W 110 St & Amsterdam Ave,40.802692,-73.96295,2,Manhattan2
632,548,Manhattan,Amsterdam Ave & W 162 St,40.83618,-73.939789,1,Manhattan1
633,551,Manhattan,10 Hudson Yards,40.752957,-74.00264,0,Manhattan0
634,555,Manhattan,Amsterdam Ave & W 175 St,40.844044,-73.933651,1,Manhattan1
635,556,Manhattan,E 97 St & Madison Ave,40.788,-73.953,2,Manhattan2
636,558,Manhattan,9 Ave & W 22 St,40.746,-74.001,3,Manhattan3
637,562,Manhattan,Lenox Ave & W 140 St,40.817245,-73.938787,2,Manhattan2
638,563,Manhattan,Pike St & E Broadway,40.714067,-73.992939,3,Manhattan3
639,569,Manhattan,1 Ave & E 5 St,40.725864,-73.986389,3,Manhattan3
640,571,Manhattan,Riverside Dr & W 82 St,40.787209,-73.981281,0,Manhattan0
641,572,Manhattan,E 118 St & Park Ave,40.800539,-73.941994,2,Manhattan2
642,574,Manhattan,W 87 St & Amsterdam Ave,40.78839,-73.9747,2,Manhattan2
643,576,Manhattan,Front St & Washington St,40.704,-73.989,3,Manhattan3
644,578,Manhattan,Edgecombe Ave & W 145 St,40.823498,-73.94386,2,Manhattan2
645,579,Manhattan,Delancey St & Eldridge St,40.719383,-73.991479,3,Manhattan3
646,581,Manhattan,Lenox Ave & W 144 St,40.819783,-73.936521,2,Manhattan2
647,582,Manhattan,Picnic Point,40.685126,-74.025353,3,Manhattan3
648,585,Manhattan,E 68 St & 3 Ave,40.767128,-73.962246,0,Manhattan0
649,586,Manhattan,E 44 St & Lexington Ave,40.752643,-73.974996,0,Manhattan0
650,588,Manhattan,Maiden Ln & Pearl St,40.707065,-74.007318,3,Manhattan3
651,590,Manhattan,E 52 St & 2 Ave,40.756014,-73.967416,0,Manhattan0
652,591,Manhattan,E 48 St & 3 Ave,40.754601,-73.971878,0,Manhattan0
653,592,Manhattan,6 Ave & Broome St,40.725,-74.004,3,Manhattan3
654,594,Manhattan,Madison Ave & E 26 St,40.742685,-73.986713,0,Manhattan0
655,595,Manhattan,Allen St & Hester St,40.716059,-73.991907,3,Manhattan3
656,596,Manhattan,9 Ave & W 18 St,40.74317449,-74.003664,3,Manhattan3
657,597,Manhattan,5 Ave & E 78 St,40.776321,-73.964273,0,Manhattan0
658,598,Manhattan,Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168,2,Manhattan2
659,599,Manhattan,Broadway & Moylan Pl,40.815,-73.959,2,Manhattan2
660,600,Manhattan,E 43 St & 2 Ave,40.750224,-73.971214,0,Manhattan0
661,602,Manhattan,1 Ave & E 44 St,40.75002,-73.969053,0,Manhattan0
662,603,Manhattan,W 42 St & Dyer Ave,40.758985,-73.993799,0,Manhattan0
663,604,Manhattan,Broadway & W 58 St,40.76695317,-73.981693,0,Manhattan0
664,606,Manhattan,Mott St & Prince St,40.72318,-73.9948,3,Manhattan3
665,608,Manhattan,Broadway & W 155 St,40.83299,-73.94592,1,Manhattan1
