,Borough,startStationName,startStationLatitude,startStationLongitude
173,Brooklyn,Jackson St & Leonard St,40.716,-73.947
174,Manhattan,Division St & Bowery (old),40.71413089,-73.99704679999999
175,Manhattan,W 50 St & 10 Ave,40.764734000000004,-73.991943
176,Manhattan,Lenox Ave & W 111 St,40.798784999999995,-73.9523
177,Manhattan,E 17 St & Broadway,40.737049,-73.990092
178,Queens,34th Ave & Vernon Blvd,40.765353000000005,-73.939863
179,Manhattan,E 76 St & Park Ave,40.773763,-73.96222
180,Brooklyn,Bond St & Bergen St,40.684965999999996,-73.986207
181,Manhattan,W 76 St & Columbus Ave,40.780184000000006,-73.977285
182,Brooklyn,10 St & 7 Ave,40.666207,-73.981998
183,Manhattan,E 66 St & Madison Ave,40.768009,-73.968453
184,Manhattan,Broadway & W 51 St,40.762288,-73.983362
185,Brooklyn,Hoyt St & Warren St,40.684354,-73.989016
186,Brooklyn,Macon St & Nostrand Ave,40.680983000000005,-73.950048
187,Manhattan,E 53 St & 3 Ave,40.757632,-73.969306
188,Brooklyn,3 Ave & 14 St,40.6685455,-73.99333264
189,Brooklyn,12 St & 4 Ave,40.668603000000004,-73.99043940000001
190,Manhattan,West End Ave & W 60 St,40.77237,-73.99005
191,Bronx,Concourse Village West & E 156 St,40.823161999999996,-73.92326700000001
192,Queens,24 St & 41 Ave (original),40.752708500000004,-73.9397405
193,Queens,21 St & Queens Plaza North,40.753259,-73.94335699999999
194,Manhattan,E 2 St & Avenue B,40.722174,-73.983687
195,Brooklyn,Meserole Ave & Manhattan Ave,40.727084999999995,-73.952991
196,Queens,50 St & 30 Ave,40.760083,-73.907107
197,Manhattan,Market St & Cherry St,40.710762,-73.994003
198,Brooklyn,Broadway & Roebling St,40.709247999999995,-73.960631
199,Manhattan,11 Ave & W 59 St,40.771496,-73.99046
200,Manhattan,Lexington Ave & E 36 St,40.747574,-73.978801
201,Manhattan,W 47 St & 10 Ave,40.762698,-73.993012
202,Manhattan,Frederick Douglass Blvd & W 129 St,40.812551,-73.949229
203,Manhattan,W 40 St & 5 Ave,40.752269,-73.982079
204,Brooklyn,Bushwick Ave & Harman St,40.69356,-73.92524
205,Manhattan,W 53 St & 10 Ave,40.76669671,-73.99061728
206,Brooklyn,Fulton St & Irving Pl,40.68186,-73.95943199999999
207,Brooklyn,Bushwick Ave & Forrest St,40.700759999999995,-73.93641
208,Manhattan,Riverside Dr & W 148 St,40.829114000000004,-73.95042600000001
209,Manhattan,E 16 St & 5 Ave,40.737262,-73.99239
210,Brooklyn,Richards St & Delavan St,40.679432,-74.00785
211,Manhattan,Grand St & Samuel Dickstein Plaza,40.715118,-73.98416999999999
212,Manhattan,Broadway & Battery Pl,40.704633,-74.01361700000001
213,Manhattan,12 Ave & W 40 St,40.760875,-74.002776
214,Manhattan,Bank St & Washington St,40.736196,-74.00859200000001
215,Manhattan,Dyckman St & Henshaw St,40.867357,-73.92936
216,Brooklyn,Railroad Ave & Kay Ave,40.705312,-73.971001
217,Queens,8 St & Astoria Blvd,40.772599,-73.932662
218,Manhattan,Norfolk St & Broome St,40.717227,-73.98801999999999
219,Brooklyn,47 St & 3 Ave,40.649143,-74.012384
220,Manhattan,MacDougal St & Prince St,40.72710258,-74.00297088
221,Manhattan,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
222,Manhattan,Pike St & Monroe St,40.71173107,-73.99193043
223,Bronx,Willis Ave & Bruckner Blvd,40.805701,-73.925177
224,Manhattan,W 26 St & 8 Ave,40.746,-73.998
225,Manhattan,E 84 St & 1 Ave,40.775999999999996,-73.95
226,Manhattan,W 43 St & 10 Ave,40.760999999999996,-73.995
227,Queens,43 St & 35 Ave,40.754139,-73.919543
228,Manhattan,E 106 St & 1 Ave,40.789252000000005,-73.939562
229,Manhattan,Mott St & Prince St,40.723178999999995,-73.9948
230,Brooklyn,Clermont Ave & Park Ave,40.695733000000004,-73.971296
231,Manhattan,W 67 St & Broadway,40.774925,-73.982665
232,Brooklyn,Carroll St & 5 Ave,40.675162,-73.981483
233,Brooklyn,4 Ave & 3 St,40.673746,-73.985649
234,Queens,Crescent St & Ditmars Blvd,40.778718,-73.914564
235,Manhattan,Amsterdam Ave & W 82 St,40.785246,-73.976673
236,Bronx,Fulton Ave & St. Paul's Pl,40.83545,-73.90153000000001
237,Bronx,Anderson Ave & W 164 St,40.832057,-73.927421
238,Manhattan,E 48 St & 5 Ave,40.757245000000005,-73.978059
239,Manhattan,Centre St & Worth St,40.714948,-74.00234499999999
240,Manhattan,Central Park West & W 76 St,40.778967,-73.973747
241,Brooklyn,Bond St & Fulton St,40.689621,-73.983042
242,Queens,35 St & 34 Ave,40.758058,-73.924275
243,Manhattan,West Thames St,40.70834698,-74.01713445
244,Brooklyn,Bergen St & Vanderbilt Ave,40.6794388,-73.96804379999999
245,Brooklyn,Columbia St & Lorraine St,40.6747055,-74.00755720000001
246,Bronx,Concourse Village East & E 158 St,40.823732,-73.919379
247,Bronx,E 170 St & Clay Ave,40.837213,-73.908345
248,Manhattan,Madison Ave & E 99 St,40.788000000000004,-73.953
249,Manhattan,E 5 St & Avenue C,40.722992,-73.979954
250,Brooklyn,Leonard St & Nassau Ave,40.723956,-73.949843
251,Manhattan,W 21 St & 6 Ave,40.741739,-73.994155
252,Brooklyn,Kosciuszko St & Nostrand Ave,40.690725,-73.951334
253,Queens,35 Ave & 37 St,40.755732,-73.923661
254,Brooklyn,Dwight St & Van Dyke St,40.673636,-74.01195600000001
255,Manhattan,Allen St & Hester St,40.716058000000004,-73.991907
256,Manhattan,Frederick Douglass Blvd & W 129 St,40.812551,-73.949228
257,Manhattan,Lafayette St & E 8 St,40.731,-73.992
258,Brooklyn,Berry St & N 8 St,40.7190095,-73.95852515
259,Manhattan,Lexington Ave & E 111 St,40.79541210000001,-73.9441232
260,Manhattan,5 Ave & E 63 St,40.766368,-73.971518
261,Brooklyn,Carroll St & Franklin Ave,40.6679411,-73.9588
262,Brooklyn,Moffat St & Bushwick,40.68458,-73.90925
263,Manhattan,MTL-AOS-5.1,40.7903,-73.9597
264,Brooklyn,Prospect Pl & Underhill Ave,40.677,-73.965
265,Brooklyn,E 8 St & Caton Ave,40.648055,-73.972432
266,Manhattan,W 106 St & Central Park West,40.798185,-73.96059
267,Manhattan,Broadway & W 41 St,40.755136,-73.98658
268,Manhattan,Morningside Ave & W 123 St,40.81,-73.95515
269,Bronx,W Tremont Ave & Montgomery Ave,40.851788,-73.91641800000001
270,Brooklyn,Emerson Pl & Myrtle Ave,40.693630999999996,-73.96223499999999
271,Manhattan,Soissons Landing,40.692316999999996,-74.014866
272,Manhattan,W 78 St & Amsterdam Ave,40.782536,-73.979085
273,Manhattan,E 31 St & 3 Ave,40.74394314,-73.97966069
274,Manhattan,E 102 St & Park Ave,40.7904828,-73.95033068
275,Manhattan,W 30 St & 10 Ave,40.752694,-74.002353
276,Bronx,Melrose Ave & E 150 St,40.816827,-73.917338
277,Manhattan,E 23 St & 1 Ave,40.736999999999995,-73.977
278,Bronx,Washington Ave & E 163 St,40.824,-73.91089000000001
279,Manhattan,Riverside Dr & W 78 St,40.785,-73.983
280,Brooklyn,Schermerhorn St & Court St,40.692,-73.992
281,Queens,28 Ave & 44 St,40.764089,-73.910651
282,Manhattan,Madison St & Clinton St,40.71269,-73.987763
283,Brooklyn,Duffield St & Willoughby St,40.692215999999995,-73.984284
284,Manhattan,Pier 40 - Hudson River Park,40.727714,-74.01129499999999
285,Manhattan,E 106 St & Madison Ave,40.793433,-73.94945
286,Manhattan,Reade St & Broadway,40.714504,-74.005627
287,Queens,Newton Rd & 44 St,40.759570000000004,-73.914268
288,Manhattan,E 84 St & Park Ave,40.779,-73.959
289,Brooklyn,Degraw St & Smith St,40.6829151,-73.99318208
290,Queens,Madison St & Cypress Ave,40.70068,-73.90742
291,Brooklyn,3 St & 7 Ave,40.67038370000001,-73.97839676
292,Bronx,E 138 St & Grand Concourse,40.813224,-73.930605
293,Bronx,E 174 St & Walton Ave,40.844811,-73.912042
294,Manhattan,E 13 St & Avenue A,40.731,-73.98
295,Queens,38 St & 30 Ave,40.764174,-73.915839
296,Queens,31 Ave & 61 St,40.757525,-73.901614
297,Manhattan,Lenox Ave & W 111 St,40.798786,-73.9523
298,Manhattan,Riverside Dr & W 91 St,40.793135,-73.97700400000001
299,Brooklyn,Scholes St & Manhattan Ave,40.708703,-73.944862
300,Brooklyn,4 Ave & 9 St,40.670513,-73.988765
301,Manhattan,Riverside Dr & W 78 St,40.78414472,-73.98362492
302,Brooklyn,Henry St & Middagh St,40.7003,-73.99158100000001
303,Manhattan,South St & Gouverneur Ln,40.70355377,-74.00670227
304,Manhattan,West End Ave & W 78 St,40.783786,-73.981687
305,Brooklyn,Columbia St & Kane St,40.689,-74.001
306,Manhattan,W 13 St & 5 Ave -moved to 5947.04,40.73543934,-73.99453948
307,Brooklyn,46 St & 7 Ave,40.644743,-74.003754
308,Manhattan,Greenwich Ave & 8 Ave,40.739017,-74.002638
309,Manhattan,FDR Drive & E 35 St,40.744219,-73.971212
310,Queens,18 St & 27 Ave,40.772768,-73.927436
311,Brooklyn,Dean St & Hoyt St,40.686444,-73.98759100000001
312,Queens,Queens Plaza North & Crescent St,40.751102,-73.940737
313,Bronx,Featherbed Ln & Jerome Ave,40.845504999999996,-73.914311
314,Manhattan,E 31 St & 3 Ave,40.743943,-73.97966
315,Queens,21 St & 36 Ave,40.760185299999996,-73.9362726
316,Manhattan,Norfolk St & Broome St,40.716,-73.98899999999999
317,Manhattan,Hamilton Pl & W 140 St,40.822756,-73.951346
318,Bronx,E 160 St & Tinton Ave,40.820302000000005,-73.903944
319,Brooklyn,Emerson Pl & Myrtle Ave,40.695,-73.962
320,Manhattan,1 Ave & E 78 St,40.771404,-73.95351600000001
321,Manhattan,E 33 St & 1 Ave,40.743227000000005,-73.974498
322,Brooklyn,Fulton St & Waverly Ave,40.683239,-73.96599599999999
323,Brooklyn,Church Ave & Story St,40.642031,-73.981073
324,Manhattan,Sherman Ave & Thayer St,40.863124,-73.926994
325,Queens,30 Ave & 21 St,40.770374,-73.928608
326,Manhattan,E 81 St & Park Ave,40.776777,-73.959009
327,Brooklyn,36 St & 4 Ave,40.654144,-74.00421999999999
328,Brooklyn,Halsey St & Tompkins Ave,40.682369,-73.944118
329,Manhattan,E 20 St & FDR Drive,40.734,-73.977
330,Manhattan,E 89 St & 3 Ave,40.782,-73.953
331,Manhattan,3 Ave & E 71 St,40.76873687,-73.96119945
332,Manhattan,Edgecombe Ave & W 150 St,40.826881,-73.941427
333,Manhattan,Bank St & Hudson St,40.736999999999995,-74.007
334,Manhattan,E 50 St & Park Ave,40.757334,-73.974235
335,Manhattan,Broadway & W 51 St,40.760999999999996,-73.983
336,Manhattan,St Nicholas Ave & W 134 St,40.816234,-73.948222
337,Queens,20 Ave & 38 St,40.777112,-73.90238199999999
338,Manhattan,E 13 St & Avenue A,40.729667,-73.98068
339,Manhattan,E 20 St & Park Ave,40.738274,-73.98751899999999
340,Manhattan,St Marks Pl & 1 Ave,40.72779126,-73.98564945
341,Manhattan,Forsyth St & Canal St,40.715815500000005,-73.99422366
342,Brooklyn,Union Ave & Wallabout St,40.70029511,-73.95032283
343,Queens,28 St & 41 Ave,40.751047,-73.93796999999999
344,Manhattan,Maiden Ln & Pearl St,40.70706456,-74.00731853
345,Brooklyn,McKibbin St & Manhattan Ave,40.70510918,-73.94407279
346,Brooklyn,4 Ave & 9 St,40.6705135,-73.98876585
347,Queens,Center Blvd & Borden Ave,40.741609999999994,-73.96044
348,Queens,45 Rd & 11 St,40.747085,-73.949772
349,Manhattan,Watts St & Greenwich St,40.724055,-74.00966
350,Manhattan,W 34 St & 11 Ave,40.755942,-74.002116
351,Queens,34 Ave & 48 St,40.75388,-73.914952
352,Manhattan,Cherry St,40.712199,-73.979481
353,Brooklyn,5 Ave & 3 St,40.672815500000006,-73.98352355
354,Manhattan,Central Park S & 6 Ave,40.766999999999996,-73.977
355,Manhattan,Peck Slip & Front St,40.707873,-74.00166999999999
356,Brooklyn,Driggs Ave & N Henry St,40.722,-73.944
357,Queens,28 St & 40 Ave,40.752575799999995,-73.9364281
358,Manhattan,E 35 St & 3 Ave,40.746524,-73.977885
359,Brooklyn,Windsor Pl & 8 Ave,40.660906,-73.983074
360,Manhattan,W 10 St & Washington St,40.733422999999995,-74.008514
361,Queens,Vernon Blvd & 31 Ave,40.769247,-73.93545
362,Brooklyn,Congress St & Clinton St,40.688152,-73.995209
363,Brooklyn,Cadman Plaza E & Red Cross Pl,40.699918,-73.98971800000001
364,Manhattan,6 Ave & W 33 St,40.749,-73.98899999999999
365,Manhattan,W 50 St & 9 Ave,40.764,-73.98899999999999
366,Bronx,Morris Ave & E 153 St,40.820036,-73.92141099999999
367,Manhattan,E 20 St & FDR Drive,40.73314259,-73.97573881
368,Brooklyn,Carroll St & Bond St,40.6786115,-73.99037292
369,Brooklyn,Cadman Plaza E & Tillary St,40.69597683,-73.99014892
370,Manhattan,Lexington Ave & E 63 St,40.76440023,-73.96648977
371,Queens,37 St & 24 Ave,40.770148,-73.912094
372,Brooklyn,Fulton St & Clermont Ave,40.684157,-73.969222
373,Brooklyn,Driggs Ave & N 9 St,40.71817,-73.955201
374,Queens,43 St & Broadway,40.757728,-73.916636
375,Queens,Newton Rd & 44 St,40.759570000000004,-73.91426700000001
376,Brooklyn,Montgomery St & Franklin Ave,40.666439000000004,-73.96055600000001
377,Manhattan,Murray St & West St,40.714979,-74.013012
378,Brooklyn,Monroe St & Classon Ave,40.684568,-73.958811
379,Brooklyn,Jackson St & Leonard St,40.71638,-73.948213
380,Brooklyn,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712
381,Manhattan,Front St & Maiden Ln,40.705309,-74.006125
382,Manhattan,W 46 St & 11 Ave,40.76341379,-73.99667444
383,Queens,Astoria Park S & Shore Blvd,40.7767,-73.927631
384,Queens,37 St & 24 Ave,40.7701477,-73.9120938
385,Bronx,Lincoln Ave & E 134 St,40.808484,-73.928803
386,Manhattan,St. Nicholas Ave & W 157 St,40.832314000000004,-73.94102
387,Manhattan,Convent Ave & W 151 St,40.828309999999995,-73.942924
388,Manhattan,Howard St & Centre St,40.719,-74.001
389,Manhattan,Rivington St & Ridge St,40.718502,-73.983298
390,Manhattan,W 26 St & 10 Ave,40.749717,-74.00295
391,Brooklyn,6 St & 7 Ave,40.668662,-73.97988000000001
392,Manhattan,E 85 St & York Ave,40.775369,-73.94803399999999
393,Manhattan,W 116 St & Amsterdam Ave,40.806758,-73.960708
394,Manhattan,W 52 St & 6 Ave,40.761328999999996,-73.97981999999999
395,Brooklyn,Jackson St & Leonard St,40.71638,-73.948212
396,Manhattan,Reade St & Broadway,40.714504999999996,-74.005628
397,Brooklyn,Franklin Ave & Empire Blvd,40.663140000000006,-73.96056949999999
398,Queens,44 Dr & 21 St,40.748000000000005,-73.94609270000001
399,Queens,46 Ave & 5 St,40.74731,-73.95451
400,Bronx,3 Ave & E 163 St,40.823871999999994,-73.908699
401,Bronx,3 Ave & E 172 St,40.839586,-73.900277
402,Manhattan,1 Ave & E 30 St,40.74,-73.97399999999999
403,Manhattan,Lenox Ave & W 140 St,40.817245,-73.938787
404,Queens,36 St & Ditmars Blvd,40.774306,-73.908335
405,Manhattan,W 44 St & 5 Ave,40.755003,-73.980144
406,Brooklyn,Greene Ave & Nostrand Ave,40.688333,-73.950916
407,Brooklyn,3 St & 7 Ave,40.670383,-73.97839599999999
408,Manhattan,10 Ave & W 14 St,40.741982,-74.00831600000001
409,Brooklyn,Smith St & 3 St,40.678724,-73.99599
410,Manhattan,Lexington Ave & E 120 St,40.801306,-73.93981600000001
411,Brooklyn,Congress St & Hicks St,40.689395000000005,-73.999512
412,Manhattan,W 78 St & Amsterdam Ave,40.782534999999996,-73.979085
413,Manhattan,Mott St & Prince St,40.72317958,-73.99480012
414,Manhattan,E 2 St & Avenue C,40.720873600000004,-73.98085795
