,Borough,startStationName,startStationLatitude,startStationLongitude
415,Manhattan,E 85 St & York Ave,40.77536905,-73.94803392
416,Queens,Menahan St & Onderdonk Ave,40.705529999999996,-73.9096
417,Brooklyn,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001
418,Manhattan,Central Park West & W 102 St,40.795346,-73.96186
419,Brooklyn,Menahan St & Central Ave,40.69543,-73.9196
420,Manhattan,Lexington Ave & E 26 St,40.741459000000006,-73.983293
421,Bronx,E 141 St & Jackson Ave,40.806896,-73.911837
422,Manhattan,W 31 St & 7 Ave [temporarily removed],40.749156,-73.9916
423,Manhattan,W 15 St & 7 Ave,40.74,-73.998
424,Brooklyn,Henry St & Poplar St,40.700469,-73.991454
425,Bronx,University Ave & Brandt Pl,40.848354,-73.918389
426,Manhattan,10 Ave & W 215 St,40.869325,-73.915198
427,Manhattan,Hudson St & W 13 St,40.740057,-74.005274
428,Brooklyn,Windsor Pl & Howard Pl,40.659490000000005,-73.98013900000001
429,Manhattan,Seaman Ave & Beak St,40.867505,-73.926363
430,Brooklyn,Washington Ave & Greene Ave,40.686501,-73.965633
431,Brooklyn,Dean St & 4 Ave,40.683124,-73.978951
432,Manhattan,W 56 St & 10 Ave,40.766999999999996,-73.98899999999999
433,Manhattan,E 58 St & 3 Ave,40.76095756,-73.96724467
434,Brooklyn,Lawrence St & Willoughby St,40.69236178,-73.98631746
435,Manhattan,E 118 St & 1 Ave,40.797470000000004,-73.93504
436,Manhattan,Sullivan St & Washington Sq,40.73047747,-73.99906065
437,Manhattan,E 75 St & 3 Ave,40.77112927,-73.95772297
438,Manhattan,Bank St & Washington St,40.736999999999995,-74.01
439,Bronx,Clay Ave & Claremont Pkwy,40.83999,-73.90549
440,Brooklyn,Greenpoint Ave & Manhattan Ave,40.731,-73.953
441,Manhattan,St Marks Pl & 2 Ave,40.728418,-73.987139
442,Brooklyn,Union St & Nevins St,40.679097999999996,-73.987655
443,Brooklyn,52 St & 1 Ave,40.649291999999996,-74.020105
444,Brooklyn,Boerum St & Broadway,40.70538,-73.949765
445,Brooklyn,Carroll St & 6 Ave,40.674089,-73.978728
446,Brooklyn,Garfield Pl & 8 Ave,40.671198,-73.974841
447,Manhattan,E 72 St & Park Ave,40.771182,-73.96409399999999
448,Manhattan,3 Ave & E 100 St,40.787721000000005,-73.947283
449,Manhattan,Fulton St & Broadway,40.711065999999995,-74.009447
450,Manhattan,12 Ave & W 125 St,40.818298999999996,-73.96040500000001
451,Manhattan,Pitt St & Stanton St,40.71926081,-73.98178024
452,Manhattan,old - E 13 St & Avenue A,40.72955361,-73.98057249
453,Manhattan,E 5 St & Cooper Sq,40.72769,-73.990993
454,Manhattan,E 47 St & 2 Ave,40.75323,-73.970325
455,Manhattan,Bayard St & Baxter St,40.716021000000005,-73.99974399999999
456,Manhattan,Bialystoker Pl & Delancey St,40.716226,-73.982612
457,Manhattan,E 32 St & Park Ave,40.745712,-73.981948
458,Manhattan,Grand St & Samuel Dickstein Plaza,40.715119,-73.98417099999999
459,Manhattan,E 74 St & 1 Ave,40.768972999999995,-73.954822
460,Brooklyn,Windsor Pl & Howard Pl,40.659490999999996,-73.98013900000001
461,Manhattan,Pier 40 - Hudson River Park,40.727714,-74.011296
462,Manhattan,Allen St & Hester St,40.716,-73.992
463,Manhattan,Pier 40 X2,40.728487,-74.01169300000001
464,Queens,31 Ave & 30 St,40.7647,-73.9240312
465,Queens,31 St & Thomson Ave,40.74469738,-73.93540375
466,Queens,24 Ave & 26 St,40.774591,-73.918544
467,Queens,Hancock St & Wyckoff Ave,40.6972,-73.90674
468,Bronx,Southern Blvd & Avenue St. John,40.812769,-73.901583
469,Brooklyn,S 3 St & Bedford Ave,40.713,-73.962
470,Brooklyn,Clinton Ave & Flushing Ave,40.69794,-73.969868
471,Manhattan,Riverside Blvd & W 67 St,40.777507,-73.988885
472,Manhattan,E 58 St & 1 Ave (NE Corner),40.758924,-73.962262
473,Manhattan,E 6 St & Avenue D,40.72228,-73.976687
474,Queens,21 St & Hoyt Ave S,40.774645,-73.92370600000001
475,Manhattan,W 22 St & 10 Ave,40.74691959,-74.00451887
476,Manhattan,E 51 St & 1 Ave,40.75455731,-73.96592976
477,Manhattan,E 47 St & 1 Ave,40.75206862,-73.96784384
478,Manhattan,Broadway & Battery Pl,40.70463334,-74.01361706
479,Brooklyn,Van Sinderen Ave & Truxton St,40.6786,-73.90369
480,Bronx,3 Ave & E 169 St,40.832678,-73.905158
481,Brooklyn,Sullivan Pl & Franklin Ave,40.66408,-73.960251
482,Brooklyn,Greene Ave & Nostrand Ave,40.688334000000005,-73.950916
483,Manhattan,W 46 St & 11 Ave,40.763413,-73.996674
484,Brooklyn,Greenwood Ave & E 4 St,40.650739,-73.977739
485,Manhattan,Margaret Corbin Plz & Ft Washington Ave,40.859165999999995,-73.933872
486,Manhattan,W 54 St & 9 Ave,40.765848999999996,-73.98690500000001
487,Brooklyn,Lafayette Ave & Fort Greene Pl,40.686918,-73.976682
488,Queens,27 Ave & 9 St,40.773983,-73.930913
489,Manhattan,E 88 St & 1 Ave,40.778301,-73.948813
490,Bronx,Charlotte St & Boston Rd,40.835877,-73.89314300000001
491,Manhattan,Pershing Square North,40.751872999999996,-73.97770600000001
492,Brooklyn,Broadway & Kosciuszko St,40.693290000000005,-73.92851999999999
493,Manhattan,3 Ave & E 100 St,40.787721399999995,-73.94728331
494,Brooklyn,Lewis Ave & Decatur St,40.6814598,-73.934903
495,Queens,Queens Plaza North & Crescent St,40.751999999999995,-73.941
496,Manhattan,W 186 St & St. Nicholas Ave,40.852253000000005,-73.931308
497,Manhattan,Clinton St & Grand St,40.715595,-73.98703
498,Brooklyn,5 St & 6 Ave,40.670484,-73.98209
499,Manhattan,E 43 St & 2 Ave,40.750223999999996,-73.971214
500,Manhattan,Pike St & E Broadway,40.714067,-73.992939
501,Queens,21 Ave & Crescent St,40.780478,-73.912212
502,Manhattan,Avenue D & E 3 St,40.720828000000004,-73.97793100000001
503,Manhattan,Suffolk St & Stanton St,40.720664,-73.98518
504,Manhattan,Bleecker St & Crosby St,40.726156,-73.995101
505,Brooklyn,Nassau St & Navy St,40.69839895,-73.98068914
506,Manhattan,3 Ave & E 72 St,40.7699426,-73.96060712
507,Brooklyn,White St & Johnson Ave,40.707174,-73.93581
508,Queens,Vernon Blvd & 50 Ave,40.743,-73.953
509,Bronx,River Ave & McClellan St,40.83406,-73.92243
510,Bronx,Alexander Ave & E 134 St,40.807466,-73.92710699999999
511,Manhattan,E 31 St & 3 Ave,40.743,-73.98
512,Manhattan,Washington Pl & Broadway,40.728,-73.995
513,Manhattan,W 24 St & 7 Ave,40.744876,-73.99529799999999
514,Queens,34 Ave & 21 St,40.762814,-73.934286
515,Manhattan,Lexington Ave & E 24 St,40.740258000000004,-73.984092
516,Manhattan,9 Ave & W 18 St,40.743173999999996,-74.003664
517,Queens,31 Ave & 57 St,40.757357,-73.904726
518,Manhattan,Morningside Dr & Amsterdam Ave,40.810285,-73.957365
519,Manhattan,Pearl St & Hanover Square,40.704718,-74.00926
520,Manhattan,E 24 St & Park Ave S,40.74096374,-73.98602213
521,Brooklyn,14 St & 7 Ave,40.663779,-73.98396846
522,Manhattan,W 145 St & Amsterdam Ave,40.825244,-73.947257
523,Bronx,E 141 St & St Ann's Ave,40.808633,-73.916124
524,Manhattan,Broadway & W 49 St,40.760999999999996,-73.986
525,Manhattan,St Nicholas Ave & W 150 St,40.827212,-73.942722
526,Manhattan,W 38 St & 8 Ave,40.755,-73.992
527,Manhattan,Central Park West & W 85 St (old),40.78472675,-73.96961715
528,Manhattan,Stanton St & Chrystie St,40.722293,-73.991475
529,Queens,44 Dr & 21 St,40.748000000000005,-73.946093
530,Manhattan,E 77 St & 3 Ave,40.77314236,-73.95856158
531,Manhattan,E 56 St & Madison Ave,40.761573,-73.972628
532,Brooklyn,Eldert St & Bushwick Ave,40.686,-73.914
533,Manhattan,5 Ave & E 135 St,40.812,-73.938
534,Manhattan,Broadway & E 14 St,40.734,-73.992
535,Brooklyn,Lawrence St & Willoughby St,40.692,-73.986
536,Manhattan,W 24 St & 7 Ave,40.744876,-73.995299
537,Manhattan,W 218 St & Indian Rd,40.873055,-73.91837199999999
538,Manhattan,Forsyth St\t& Grand St,40.717797999999995,-73.993161
539,Manhattan,2 Ave & E 29 St,40.741723,-73.978092
540,Manhattan,Morningside Dr & Amsterdam Ave,40.810285,-73.957364
541,Bronx,Townsend Ave & E 175 St,40.847409999999996,-73.91135899999999
542,Queens,48 Ave & 30 Pl,40.741283,-73.937259
543,Manhattan,E 82 St & East End Ave,40.7724607,-73.9468208
544,Brooklyn,Stanhope St & Fairview Ave,40.70998,-73.91116
545,Brooklyn,George St & Wilson Ave,40.702996999999996,-73.92997
546,Brooklyn,Pioneer St & Richards St,40.677774799999995,-74.0094613
547,Manhattan,1 Ave & E 78 St,40.77,-73.953
548,Manhattan,E 91 St & 2 Ave,40.782,-73.95
549,Brooklyn,India St & West St,40.731,-73.959
550,Manhattan,E 89 St & 3 Ave,40.780628,-73.952167
551,Bronx,Southern Blvd & E 142 St,40.807347,-73.908097
552,Brooklyn,Plaza St West & Flatbush Ave,40.67502,-73.971114
553,Queens,44 Dr & Jackson Ave,40.747182,-73.943264
554,Queens,Queens Plaza North & Crescent St,40.75110165,-73.94073717
555,Manhattan,8 Ave & W 52 St,40.76370739,-73.9851615
556,Brooklyn,Willoughby Ave & Wyckoff Ave,40.705614000000004,-73.92153
557,Manhattan,12 Ave & W 40 St,40.76087502,-74.00277668
558,Manhattan,E 98 St & Park Ave,40.788129999999995,-73.95206
559,Brooklyn,Devoe St & Morgan Ave,40.713811,-73.93515
560,Manhattan,Lenox Ave & W 133 St,40.81296,-73.941878
561,Manhattan,W 41 St & 8 Ave,40.755,-73.98899999999999
562,Bronx,Hoe Ave & Jennings St,40.832171,-73.889686
563,Manhattan,Pike St & Monroe St,40.713,-73.992
564,Brooklyn,Carlton Ave & Park Ave,40.695807,-73.973555
565,Manhattan,West End Ave & W 107 St,40.802116999999996,-73.968181
566,Brooklyn,Hanson Pl & Ashland Pl,40.685068,-73.977908
567,Brooklyn,Cumberland St & Lafayette Ave,40.687534,-73.972652
568,Queens,28 Ave & 35 St,40.7671,-73.916985
569,Manhattan,E 84 St & Park Ave,40.778626,-73.95772
570,Brooklyn,Carroll St & Bond St,40.678612,-73.99037299999999
571,Manhattan,Avenue D & E 10 St,40.725066,-73.975158
572,Manhattan,11 Ave & W 41 St,40.76030096,-73.99884222
573,Manhattan,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001
574,Queens,34 St & 35 Ave,40.756933200000006,-73.92622309999999
575,Brooklyn,3 St & Hoyt St,40.6777287,-73.99364123
576,Manhattan,W 160 St & St. Nicholas Ave,40.834468,-73.939865
577,Manhattan,E 2 St & Avenue B,40.722,-73.983
578,Brooklyn,Kent Ave & N 7 St,40.720366999999996,-73.96165
579,Brooklyn,Kingston Ave & Herkimer St,40.678906,-73.941427
580,Manhattan,Forsyth St & Canal St,40.715815,-73.994223
581,Brooklyn,Bergen St & Smith St,40.686744,-73.99063199999999
582,Manhattan,Central Park W & W 91 St,40.788664000000004,-73.9668
583,Manhattan,2 Ave & E 72 St,40.768762,-73.958407
584,Manhattan,Bleecker St & Crosby St,40.726156,-73.995102
585,Manhattan,E 5 St & Avenue C,40.72299208,-73.97995466
586,Bronx,Lincoln Ave & E 138 St,40.810893,-73.927311
587,Manhattan,W 59 St & West End Ave,40.771771,-73.990625
588,Brooklyn,Carroll St & Washington Ave,40.6686744,-73.9618148
589,Bronx,3 Ave & E 174 St,40.842240000000004,-73.8985
590,Bronx,Shakespeare Ave & W 169 St,40.839312,-73.922423
591,Queens,31 St & Thomson Ave,40.746,-73.935
592,Queens,20 Ave & 33 St,40.779399,-73.90570799999999
593,Brooklyn,Lafayette Ave & St James Pl,40.688515,-73.964762
594,Brooklyn,Montague St & Clinton St,40.694281,-73.9923
595,Manhattan,E 14 St & Avenue B,40.729386,-73.977724
596,Manhattan,Murray St & West St,40.714978,-74.013012
597,Bronx,Sherman Ave & E 166 St,40.831305,-73.917448
598,Queens,21 St & 36 Ave,40.760185,-73.936273
599,Manhattan,E 27 St & 1 Ave,40.739445,-73.97680600000001
600,Queens,Vernon Blvd & 47 Rd,40.7449067,-73.9534573
601,Brooklyn,Irving Ave & Harman St,40.70108,-73.9179
602,Manhattan,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
603,Queens,34 Ave & 21 St,40.762813799999996,-73.9342862
604,Brooklyn,Court St & Nelson St,40.6763947,-73.99869893
605,Brooklyn,Carlton Ave & Dean St,40.68097410000001,-73.97100970000001
606,Manhattan,W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249
607,Queens,Vernon Blvd & 31 Ave,40.77,-73.935
608,Bronx,Ogden Ave & W 165 St,40.834457,-73.928381
609,Brooklyn,Court St & State St,40.689,-73.992
610,Manhattan,W 55 St & 6 Ave,40.763201,-73.97845799999999
611,Queens,51 St & Hobart St,40.757764,-73.90765400000001
612,Manhattan,Frederick Douglass Blvd & W 115 St,40.803865,-73.955931
613,Manhattan,Water - Whitehall Plaza,40.702551,-74.012723
614,Manhattan,E 89 St & 3 Ave,40.780628,-73.952166
615,Brooklyn,Willoughby Ave & Walworth St,40.693317,-73.95382
616,Manhattan,Bayard St & Baxter St,40.716021000000005,-73.99974300000001
617,Queens,35 St & Broadway,40.760339,-73.922242
618,Brooklyn,Monroe St & Bedford Ave,40.685144,-73.95380899999999
619,Manhattan,W 37 St & 5 Ave,40.75038,-73.983389
620,Brooklyn,67 St & Erik Pl,40.633385,-74.016562
621,Brooklyn,Throop Ave & Myrtle Ave,40.696228999999995,-73.943711
622,Queens,Ditmars Blvd & 19 St,40.78145,-73.9183302
623,Manhattan,E 78 St & 2 Ave,40.7727966,-73.95577801
624,Manhattan,E 115 St & Lexington Ave,40.797911,-73.9423
625,Manhattan,West St & Chambers St,40.71754834,-74.01322069
626,Manhattan,W 120 St & Claremont Ave,40.8109494,-73.9634
627,Manhattan,1 Ave & E 39 St,40.74714,-73.97113
628,Manhattan,Frederick Douglass Blvd & W 115 St,40.803000000000004,-73.956
629,Manhattan,Frederick Douglass Blvd & W 115 St,40.803865,-73.95593000000001
630,Manhattan,10 Ave & W 202 St,40.861282,-73.921418
631,Manhattan,Broadway & W 122 St,40.812056,-73.961254
632,Manhattan,E 77 St & 3 Ave,40.773142,-73.958562
633,Brooklyn,Leonard St & Boerum St,40.705833,-73.946446
634,Manhattan,Broadway & E 14 St,40.734545000000004,-73.990741
635,Brooklyn,Franklin Ave & St Marks Ave,40.6758324,-73.95616770000001
636,Brooklyn,Engert Ave & McGuinness Blvd,40.721579999999996,-73.94546
637,Manhattan,Lexington Ave & E 127 St,40.805726,-73.936322
638,Brooklyn,Linden St & Knickerbocker Ave,40.697140000000005,-73.91566
639,Bronx,Clay Ave & E 173 St,40.843264000000005,-73.90486700000001
640,Brooklyn,Baltic St & 5 Ave,40.68,-73.98
641,Manhattan,E 2 St & Avenue C,40.722,-73.98
642,Queens,Ditmars Ave & 43 St,40.771203,-73.903865
643,Manhattan,W 48 St & Rockefeller Plaza,40.757936,-73.979603
644,Brooklyn,3 St & 3 Ave,40.675071,-73.987752
645,Queens,36 Ave & 31 St,40.756513,-73.929575
646,Brooklyn,Scholes St & Manhattan Ave,40.708704,-73.944863
647,Queens,Steinway St & 21 Ave,40.774798,-73.903787
648,Manhattan,E 23 St & 1 Ave,40.736502,-73.978095
649,Manhattan,West Thames St,40.708346,-74.017134
650,Brooklyn,Park Ave & St Edwards St,40.696089,-73.978034
651,Manhattan,1 Ave & E 62 St,40.760999999999996,-73.962
652,Manhattan,Little West St & 1 Pl,40.707,-74.016
653,Manhattan,E 88 St & 1 Ave,40.778301,-73.9488134
654,Brooklyn,Atlantic Ave & Furman St,40.69165183,-73.99997859999999
655,Brooklyn,Greene Ave & Grandview Ave,40.709697,-73.90785600000001
656,Manhattan,5 Ave & E 72 St,40.77282817,-73.96685276
657,Brooklyn,Prospect Park West & 8 St,40.665,-73.977
658,Brooklyn,Meserole Ave & Manhattan Ave,40.727086,-73.952991
659,Brooklyn,63 St & 5 Ave,40.63766,-74.01782
660,Brooklyn,2 Ave & 32 St,40.659176,-74.006584
661,Manhattan,E 72 St & York Ave,40.766638,-73.95348299999999
662,Brooklyn,53 St & 4 Ave,40.644861999999996,-74.014531
663,Manhattan,E 93 St & 2 Ave,40.782454,-73.94892
664,Manhattan,W 29 St & 9 Ave,40.750072700000004,-73.99839279
665,Manhattan,E 74 St & 1 Ave,40.7689738,-73.95482273
666,Manhattan,Watts St & Greenwich St,40.72405549,-74.00965965
667,Queens,Centre St & Seneca Ave,40.699690000000004,-73.9022
668,Bronx,Grand Concourse & E 161 St,40.827115,-73.92272
669,Manhattan,Broadway & W 153 St,40.831327,-73.946665
670,Manhattan,E 10 St & Avenue A,40.728,-73.98
671,Queens,24 St & 38 Ave,40.756351,-73.936515
672,Manhattan,E 55 St & 2 Ave,40.757973,-73.966033
673,Brooklyn,Hicks St & Montague St,40.695128000000004,-73.99595
674,Manhattan,Pleasant Ave & E 116 St,40.794987,-73.933334
675,Brooklyn,Concord St & Bridge St,40.697666,-73.984764
676,Queens,35 St & 23 Ave,40.773015,-73.91119
677,Manhattan,10 Ave & W 202 St,40.861281,-73.921417
678,Manhattan,W 74 St & Columbus Ave,40.778566999999995,-73.97755
679,Manhattan,E 39 St & Lexington Ave,40.749499,-73.977292
680,Manhattan,Suffolk St & Stanton St,40.72066442,-73.98517977
681,Manhattan,5 Ave & E 126 St,40.806979999999996,-73.94174699999999
682,Manhattan,St James Pl & Pearl St,40.71117416,-74.00016545
683,Brooklyn,Washington Park,40.6917823,-73.97372990000001
684,Manhattan,Lenox Ave & W 144 St,40.819783,-73.936521
685,Manhattan,E 123 St & Lexington Ave,40.802926,-73.9379
686,Manhattan,W 41 St & 8 Ave,40.756405,-73.990026
687,Brooklyn,14 St & 7 Ave,40.663779,-73.983968
688,Queens,Steinway St & Broadway,40.759057,-73.918975
689,Brooklyn,Bergen St & Smith St,40.686744,-73.99063100000001
690,Brooklyn,Degraw St & Smith St,40.682915,-73.99318199999999
691,Manhattan,W 190 St & Broadway,40.856487,-73.93297
692,Manhattan,E 97 St & 3 Ave,40.7859201,-73.94860294
693,Brooklyn,Van Brunt St & Wolcott St,40.6773429,-74.01275056
694,Brooklyn,Richards St & Delavan St,40.67943270000001,-74.00785041
695,Brooklyn,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
696,Queens,31 St & Hoyt Ave N,40.771152799999996,-73.9170074
697,Manhattan,W 20 St & 11 Ave,40.746,-74.007
698,Manhattan,E 78 St & 2 Ave,40.773,-73.956
699,Manhattan,Leonard St & Church St,40.719,-74.007
700,Manhattan,W 218 St & Broadway,40.871390000000005,-73.91431800000001
701,Manhattan,1 Ave & E 16 St,40.732219,-73.981656
702,Manhattan,MacDougal St & Washington Sq,40.732264,-73.998522
703,Queens,20 Ave & 21 St,40.784003000000006,-73.912297
704,Manhattan,6 Ave & Canal St,40.722437,-74.005664
705,Brooklyn,Halsey St & Tompkins Ave,40.682368,-73.944118
706,Queens,Center Blvd & 51 Ave,40.743365999999995,-73.95960600000001
707,Brooklyn,Fulton St & Utica Ave,40.679427000000004,-73.929891
708,Manhattan,5 Ave & E 135 St,40.812191,-73.937838
709,Manhattan,W 95 St & Broadway,40.7937704,-73.971888
710,Manhattan,W 165 St & Fort Washington Ave,40.84004,-73.942939
711,Bronx,Sheridan Ave & E 172 St,40.840494,-73.911479
712,Manhattan,W 53 St & 10 Ave,40.766999999999996,-73.992
713,Brooklyn,21 St & 4 Ave,40.662584,-73.995554
714,Brooklyn,Prospect Park West & 8 St,40.665146,-73.976376
715,Bronx,Webster Ave & Ford St,40.85556,-73.89615
716,Brooklyn,DeKalb Ave & S Portland Ave,40.689809999999994,-73.97493100000001
717,Brooklyn,Congress St & Hicks St,40.689395000000005,-73.99951300000001
718,Queens,43 St & Broadway,40.757728,-73.916637
719,Brooklyn,34 St & 5 Ave,40.654098,-74.001131
720,Brooklyn,Franklin Ave & Myrtle Ave,40.694546,-73.958014
721,Manhattan,Pershing Square South,40.751999999999995,-73.977
722,Manhattan,St Marks Pl & 2 Ave,40.7284186,-73.98713956
723,Manhattan,E 89 St & York Ave,40.7779453,-73.94604100000001
724,Manhattan,E 102 St & 1 Ave,40.7869946,-73.94164802
725,Bronx,Willis Ave & E 143 St,40.812298999999996,-73.92036999999999
726,Brooklyn,Putnam Ave & Throop Ave,40.6851532,-73.94111
727,Manhattan,E 118 St & Park Ave,40.8005385,-73.9419949
728,Manhattan,W 159 St & Edgecombe Ave,40.833303,-73.939326
729,Manhattan,W 100 St & Broadway,40.797,-73.971
730,Brooklyn,DeKalb Ave & Skillman St,40.6906495,-73.95643107
731,Queens,36 Ave & 31 St,40.756512,-73.929574
732,Queens,31 St & Astoria Blvd,40.769918,-73.918406
733,Brooklyn,Bergen St & Vanderbilt Ave,40.679438,-73.96804300000001
734,Brooklyn,Clinton St & Tillary St,40.696232,-73.99141999999999
735,Manhattan,12 Ave & W 40 St,40.760875,-74.00277700000001
736,Manhattan,E 19 St & 3 Ave,40.736245000000004,-73.984737
737,Brooklyn,Division Ave & Hooper St,40.706842,-73.954435
738,Manhattan,3 Ave & E 72 St,40.769942,-73.960607
739,Manhattan,E 9 St & Avenue C,40.72521311,-73.97768752
740,Manhattan,E 16 St & 5 Ave,40.73726186,-73.99238967
741,Manhattan,Canal St & Rutgers St,40.71427487,-73.98990025
742,Queens,31 Ave & 34 St,40.763154,-73.920827
743,Brooklyn,Beaver St & Fayette St,40.700990000000004,-73.93921
744,Manhattan,Broadway & W 60 St,40.77,-73.983
745,Manhattan,Wadsworth Ave & W 175 St,40.846052,-73.937648
746,Manhattan,E 20 St & 2 Ave,40.736999999999995,-73.983
747,Manhattan,5 Ave & E 29 St,40.745168,-73.98683100000001
748,Brooklyn,Rogers Ave & Sterling St,40.663061,-73.953874
749,Brooklyn,Bond St & Bergen St,40.684967,-73.98620799999999
750,Brooklyn,Scholes St & Manhattan Ave,40.70870368,-73.9448625
751,Manhattan,1 Ave & E 44 St,40.75001986,-73.96905301
752,Manhattan,E 97 St & Madison Ave,40.787801,-73.953559
753,Brooklyn,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
754,Manhattan,8 Ave & W 16 St,40.740983,-74.00170200000001
755,Manhattan,E 20 St & Park Ave,40.736999999999995,-73.98899999999999
756,Brooklyn,5 Ave & 66 St,40.635678999999996,-74.020005
757,Manhattan,Sullivan St & Washington Sq,40.730477,-73.99906
758,Manhattan,Picnic Point,40.685125,-74.02535300000001
759,Manhattan,Central Park West & W 72 St,40.775794,-73.976206
760,Bronx,Bainbridge Ave & E 193 St,40.863890000000005,-73.89246
761,Manhattan,5 Ave & E 78 St,40.776321,-73.964274
762,Manhattan,2 Ave & E 99 St,40.786259,-73.945526
763,Manhattan,E 31 St & 3 Ave,40.743943,-73.979661
764,Manhattan,9 Ave & W 45 St,40.76019252,-73.9912551
765,Manhattan,W 15 St & 7 Ave,40.73935542,-73.99931783
766,Brooklyn,Union St & 4 Ave,40.6772744,-73.98282002
767,Brooklyn,Lorimer St & Calyer St,40.72795,-73.95414
768,Bronx,Barry St & Tiffany St,40.816126000000004,-73.891559
769,Brooklyn,Clinton St & Union St,40.683116,-73.997853
770,Manhattan,Pleasant Ave & E 120 St,40.797477,-73.931184
771,Manhattan,Howard St & Centre St,40.719105,-73.99973299999999
772,Brooklyn,Warren St & Court St,40.686371,-73.993833
773,Manhattan,W 25 St & 6 Ave,40.743953999999995,-73.991449
774,Brooklyn,Bond St & Fulton St,40.689622,-73.98304300000001
775,Manhattan,W 63 St & Broadway,40.771639,-73.982614
776,Brooklyn,2 Ave & 36 St,40.657088,-74.008702
777,Manhattan,1 Ave & E 68 St,40.765005,-73.958185
778,Queens,21 St & 43 Ave,40.75052534,-73.94594845
779,Bronx,E 174 St & Longfellow Ave,40.836273999999996,-73.88430799999999
780,Manhattan,Broadway & W 133 St,40.8190344,-73.95615600000001
781,Brooklyn,Yankee Ferry Terminal,40.686931,-74.016966
782,Manhattan,South St & Whitehall St,40.701,-74.013
783,Manhattan,E 52 St & 2 Ave,40.756014,-73.967416
784,Manhattan,W 52 St & 11 Ave,40.767272,-73.993928
785,Brooklyn,Flushing Ave & Vanderbilt Ave,40.69795,-73.970776
786,Manhattan,E 91 St & Park Ave,40.783501,-73.955327
787,Brooklyn,Underhill Ave & Pacific St,40.680483,-73.964679
788,Manhattan,Franklin St & W Broadway,40.719115,-74.00666600000001
789,Queens,48 Ave & 30 Pl,40.741283,-73.937258
790,Queens,35 St & 21 Ave,40.776745,-73.90655799999999
791,Queens,Jackson Ave & 46 Rd,40.745248,-73.947333
792,Manhattan,Grand Army Plaza & Central Park S,40.764,-73.97399999999999
793,Manhattan,E 110 St & Madison Ave,40.796153499999996,-73.94782145
794,Manhattan,Franklin St & W Broadway,40.71911552,-74.00666661
795,Queens,11 St & 35 Ave,40.76274420000001,-73.9391141
796,Brooklyn,Classon Ave & St Marks Ave,40.676519799999994,-73.9596082
797,Queens,Steinway St & 28 Ave,40.7656251,-73.9136695
798,Manhattan,Amsterdam Ave & W 131 St,40.816355,-73.954295
799,Bronx,Grand Concourse & E 156 St,40.823429,-73.924689
800,Bronx,Sheridan Ave & E 168 St,40.835334,-73.9154
801,Bronx,Dawson St & Intervale Ave,40.819998999999996,-73.897263
802,Brooklyn,Clinton St & Joralemon St,40.692,-73.992
803,Manhattan,Harrison St & Hudson St,40.719,-74.01
804,Bronx,Folin St & E 181 St,40.853929,-73.898385
805,Manhattan,Broadway & W 29 St,40.746201,-73.988557
806,Manhattan,Lafayette St & Jersey St,40.724561,-73.995653
807,Manhattan,E 41 St & Madison Ave,40.752165000000005,-73.97992099999999
808,Manhattan,E 81 St & 2 Ave,40.774778999999995,-73.954274
809,Manhattan,W 190 St & Broadway,40.856487,-73.932969
810,Manhattan,E 72 St & York Ave,40.766638,-73.953482
811,Brooklyn,Congress St & Clinton St,40.688153,-73.995209
812,Brooklyn,Degraw St & Hoyt St,40.68199,-73.99079
813,Manhattan,E 53 St & Madison Ave,40.759710999999996,-73.974023
814,Brooklyn,Albany Ave & Fulton St,40.680011,-73.938475
815,Manhattan,Broadway & W 36 St,40.751999999999995,-73.98899999999999
816,Manhattan,East End Ave & E 86 St,40.77518615,-73.94446054
817,Manhattan,Bialystoker Pl & Delancey St,40.71622644,-73.98261206
818,Manhattan,Amsterdam Ave & W 79 St,40.7829391,-73.9786517
819,Brooklyn,Baltic St & 5 Ave,40.6795766,-73.97854971
820,Brooklyn,S 4 St & Wythe Ave,40.713,-73.965
821,Bronx,Southern Blvd & E 142 St,40.807258000000004,-73.907999
822,Bronx,E 155 St & Courtlandt Ave,40.820570000000004,-73.917579
823,Manhattan,10 Hudson Yards,40.752957,-74.00264
824,Manhattan,Albany St & Greenwich St,40.709267,-74.01324699999999
825,Manhattan,St. Nicholas Ave & W 126 St,40.811432,-73.95187800000001
826,Queens,31 Ave & 14 St,40.7682,-73.932266
827,Manhattan,W Broadway & Spring St,40.724947,-74.001659
828,Manhattan,Adam Clayton Powell Blvd & W 126 St,40.809495,-73.947764
829,Manhattan,Norfolk St & Broome St,40.717227,-73.988021
830,Manhattan,E 118 St & Madison Ave,40.801487,-73.944251
831,Bronx,E 149 St & Jackson Ave,40.813134999999996,-73.909235
832,Brooklyn,McKibbin St & Bogart St,40.707,-73.935
833,Bronx,Prospect Ave & E 151 St,40.814232000000004,-73.903927
834,Brooklyn,Franklin Ave & St Marks Ave,40.677,-73.956
